,lon,lat,date,rain
607,21.25,-26.25,08.01.91,0.000315563
608,23.75,-26.25,08.01.91,0.002614044
609,21.25,-28.75,09.01.91,0.817488313
610,23.75,-28.75,09.01.91,0.693398178
611,21.25,-26.25,09.01.91,0.468655527
612,23.75,-26.25,09.01.91,1.030293941
613,21.25,-28.75,10.01.91,1.514317274
614,23.75,-28.75,10.01.91,3.681861162
615,21.25,-26.25,10.01.91,0.830084383
616,23.75,-26.25,10.01.91,1.823641539
617,21.25,-28.75,11.01.91,0.324588925
618,23.75,-28.75,11.01.91,0.881643414
619,21.25,-26.25,11.01.91,0.509980023
620,23.75,-26.25,11.01.91,0.984329939
621,21.25,-28.75,12.01.91,0.868082941
622,23.75,-28.75,12.01.91,1.302208662
623,21.25,-26.25,12.01.91,1.8148247
624,23.75,-26.25,12.01.91,1.442540169
625,21.25,-28.75,01.01.92,0.141454428
626,23.75,-28.75,01.01.92,0.278373897
627,21.25,-26.25,01.01.92,0.221553996
628,23.75,-26.25,01.01.92,0.311280161
629,21.25,-28.75,02.01.92,0.512669861
630,23.75,-28.75,02.01.92,0.567111313
631,21.25,-26.25,02.01.92,0.336572111
632,23.75,-26.25,02.01.92,0.90956223
633,21.25,-28.75,03.01.92,0.660379529
634,23.75,-28.75,03.01.92,1.59567976
635,21.25,-26.25,03.01.92,0.958918214
636,23.75,-26.25,03.01.92,0.78438133
637,21.25,-28.75,04.01.92,0.060840383
638,23.75,-28.75,04.01.92,0.241657764
639,21.25,-26.25,04.01.92,0.149362117
640,23.75,-26.25,04.01.92,0.405770421
641,21.25,-28.75,05.01.92,0.005105027
642,23.75,-28.75,05.01.92,0.000367677
643,21.25,-26.25,05.01.92,0.005672728
644,23.75,-26.25,05.01.92,0
645,21.25,-28.75,06.01.92,0.015137967
646,23.75,-28.75,06.01.92,0.018699195
647,21.25,-26.25,06.01.92,0.010751836
648,23.75,-26.25,06.01.92,0.005244319
649,21.25,-28.75,07.01.92,0.053071804
650,23.75,-28.75,07.01.92,0.020766778
651,21.25,-26.25,07.01.92,0.016504824
652,23.75,-26.25,07.01.92,0.001690695
653,21.25,-28.75,08.01.92,0.288169771
654,23.75,-28.75,08.01.92,0.465289146
655,21.25,-26.25,08.01.92,0.062159825
656,23.75,-26.25,08.01.92,0.140994146
657,21.25,-28.75,09.01.92,0.0462946
658,23.75,-28.75,09.01.92,0.027759314
659,21.25,-26.25,09.01.92,0.017042592
660,23.75,-26.25,09.01.92,0.022483338
661,21.25,-28.75,10.01.92,0.514662564
662,23.75,-28.75,10.01.92,0.698932528
663,21.25,-26.25,10.01.92,0.291756064
664,23.75,-26.25,10.01.92,0.436221063
665,21.25,-28.75,11.01.92,0.20798637
666,23.75,-28.75,11.01.92,0.847607315
667,21.25,-26.25,11.01.92,0.3625772
668,23.75,-26.25,11.01.92,2.192891836
669,21.25,-28.75,12.01.92,0.032205593
670,23.75,-28.75,12.01.92,0.315932989
671,21.25,-26.25,12.01.92,0.253100514
672,23.75,-26.25,12.01.92,1.364189386
673,21.25,-28.75,01.01.93,0.363619626
674,23.75,-28.75,01.01.93,0.717829287
675,21.25,-26.25,01.01.93,0.498215228
676,23.75,-26.25,01.01.93,0.635999918
677,21.25,-28.75,02.01.93,1.275783181
678,23.75,-28.75,02.01.93,3.417517424
679,21.25,-26.25,02.01.93,1.823201776
680,23.75,-26.25,02.01.93,3.487997293
681,21.25,-28.75,03.01.93,0.58610034
682,23.75,-28.75,03.01.93,1.091026425
683,21.25,-26.25,03.01.93,0.604255974
684,23.75,-26.25,03.01.93,0.779144049
685,21.25,-28.75,04.01.93,0.62361306
686,23.75,-28.75,04.01.93,0.448429734
687,21.25,-26.25,04.01.93,0.717265785
688,23.75,-26.25,04.01.93,0.515337765
689,21.25,-28.75,05.01.93,0.166689068
690,23.75,-28.75,05.01.93,0.088283874
691,21.25,-26.25,05.01.93,0.08285334
692,23.75,-26.25,05.01.93,0.113391861
693,21.25,-28.75,06.01.93,0.172818482
694,23.75,-28.75,06.01.93,0.084020488
695,21.25,-26.25,06.01.93,0.028356615
696,23.75,-26.25,06.01.93,0.031813908
697,21.25,-28.75,07.01.93,0.370395452
698,23.75,-28.75,07.01.93,0.160901278
699,21.25,-26.25,07.01.93,0.038154192
700,23.75,-26.25,07.01.93,0.003756129
701,21.25,-28.75,08.01.93,0.083669625
702,23.75,-28.75,08.01.93,0.096303485
703,21.25,-26.25,08.01.93,0.065379962
704,23.75,-26.25,08.01.93,0.039262794
705,21.25,-28.75,09.01.93,0.027787616
706,23.75,-28.75,09.01.93,0.036178708
707,21.25,-26.25,09.01.93,0.022565704
708,23.75,-26.25,09.01.93,0.156729579
709,21.25,-28.75,10.01.93,0.9039253
710,23.75,-28.75,10.01.93,2.504805565
711,21.25,-26.25,10.01.93,1.828612328
712,23.75,-26.25,10.01.93,2.865771055
713,21.25,-28.75,11.01.93,0.643534422
714,23.75,-28.75,11.01.93,1.16420126
715,21.25,-26.25,11.01.93,0.933882952
716,23.75,-26.25,11.01.93,1.236696482
717,21.25,-28.75,12.01.93,0.350122511
718,23.75,-28.75,12.01.93,1.805422306
719,21.25,-26.25,12.01.93,1.609912753
720,23.75,-26.25,12.01.93,1.972198486
721,21.25,-28.75,01.01.94,1.7565521
722,23.75,-28.75,01.01.94,3.387851954
723,21.25,-26.25,01.01.94,1.620344162
724,23.75,-26.25,01.01.94,2.607775688
725,21.25,-28.75,02.01.94,1.789604068
726,23.75,-28.75,02.01.94,2.931557655
727,21.25,-26.25,02.01.94,2.705588818
728,23.75,-26.25,02.01.94,3.241179943
729,21.25,-28.75,03.01.94,1.480566025
730,23.75,-28.75,03.01.94,1.300052762
731,21.25,-26.25,03.01.94,0.9336133
732,23.75,-26.25,03.01.94,1.011523485
733,21.25,-28.75,04.01.94,0.160680264
734,23.75,-28.75,04.01.94,0.253051788
735,21.25,-26.25,04.01.94,0.051548902
736,23.75,-26.25,04.01.94,0.113282844
737,21.25,-28.75,05.01.94,0.009162625
738,23.75,-28.75,05.01.94,0.026410805
739,21.25,-26.25,05.01.94,0.00911604
740,23.75,-26.25,05.01.94,5.45E-06
741,21.25,-28.75,06.01.94,0.185776323
742,23.75,-28.75,06.01.94,0.109759957
743,21.25,-26.25,06.01.94,0.050318681
744,23.75,-26.25,06.01.94,0.00692002
745,21.25,-28.75,07.01.94,0.096935555
746,23.75,-28.75,07.01.94,0.083666727
747,21.25,-26.25,07.01.94,0.013520927
748,23.75,-26.25,07.01.94,0.01599868
749,21.25,-28.75,08.01.94,0.000473436
750,23.75,-28.75,08.01.94,0.002619643
751,21.25,-26.25,08.01.94,0.000855019
752,23.75,-26.25,08.01.94,0
753,21.25,-28.75,09.01.94,0.007539495
754,23.75,-28.75,09.01.94,0.01983396
755,21.25,-26.25,09.01.94,0.040420137
756,23.75,-26.25,09.01.94,0.001165027
757,21.25,-28.75,10.01.94,0.219165727
758,23.75,-28.75,10.01.94,0.036329634
759,21.25,-26.25,10.01.94,0.068579122
760,23.75,-26.25,10.01.94,0.10378439
761,21.25,-28.75,11.01.94,0.411846757
762,23.75,-28.75,11.01.94,0.900118828
763,21.25,-26.25,11.01.94,0.442488104
764,23.75,-26.25,11.01.94,0.808977962
765,21.25,-28.75,12.01.94,0.158387393
766,23.75,-28.75,12.01.94,0.20745042
767,21.25,-26.25,12.01.94,0.212138534
768,23.75,-26.25,12.01.94,0.403142273
769,21.25,-28.75,01.01.95,0.857832372
770,23.75,-28.75,01.01.95,1.912556887
771,21.25,-26.25,01.01.95,0.547223628
772,23.75,-26.25,01.01.95,2.229813576
773,21.25,-28.75,02.01.95,0.311746031
774,23.75,-28.75,02.01.95,0.817738295
775,21.25,-26.25,02.01.95,0.150094226
776,23.75,-26.25,02.01.95,0.900739968
777,21.25,-28.75,03.01.95,1.87079072
778,23.75,-28.75,03.01.95,3.783284903
779,21.25,-26.25,03.01.95,2.024267435
780,23.75,-26.25,03.01.95,3.820025444
781,21.25,-28.75,04.01.95,0.084121339
782,23.75,-28.75,04.01.95,0.298403472
783,21.25,-26.25,04.01.95,0.060798563
784,23.75,-26.25,04.01.95,0.302539706
785,21.25,-28.75,05.01.95,0.401811481
786,23.75,-28.75,05.01.95,0.654194176
787,21.25,-26.25,05.01.95,0.327602625
788,23.75,-26.25,05.01.95,0.503600419
789,21.25,-28.75,06.01.95,0.007339413
790,23.75,-28.75,06.01.95,0.035542227
791,21.25,-26.25,06.01.95,0.009981622
792,23.75,-26.25,06.01.95,0.008985341
793,21.25,-28.75,07.01.95,0.007478751
794,23.75,-28.75,07.01.95,4.12E-05
795,21.25,-26.25,07.01.95,0.008635316
796,23.75,-26.25,07.01.95,0.001268216
797,21.25,-28.75,08.01.95,0.152902082
798,23.75,-28.75,08.01.95,0.038883496
799,21.25,-26.25,08.01.95,0.004779941
800,23.75,-26.25,08.01.95,0.004903732
801,21.25,-28.75,09.01.95,0.160540938
802,23.75,-28.75,09.01.95,0.167587712
803,21.25,-26.25,09.01.95,0.160312206
804,23.75,-26.25,09.01.95,0.299872696
805,21.25,-28.75,10.01.95,0.154625833
806,23.75,-28.75,10.01.95,0.656765401
807,21.25,-26.25,10.01.95,0.345335901
808,23.75,-26.25,10.01.95,1.04628408
809,21.25,-28.75,11.01.95,1.11374259
810,23.75,-28.75,11.01.95,1.766668797
811,21.25,-26.25,11.01.95,1.529501796
812,23.75,-26.25,11.01.95,2.150186777
813,21.25,-28.75,12.01.95,1.931528687
814,23.75,-28.75,12.01.95,2.87630868
815,21.25,-26.25,12.01.95,1.873735666
816,23.75,-26.25,12.01.95,2.754206181
817,21.25,-28.75,01.01.96,1.147211552
818,23.75,-28.75,01.01.96,1.906522393
819,21.25,-26.25,01.01.96,1.757036924
820,23.75,-26.25,01.01.96,3.197096586
821,21.25,-28.75,02.01.96,2.07355237
822,23.75,-28.75,02.01.96,2.380405188
823,21.25,-26.25,02.01.96,1.534942031
824,23.75,-26.25,02.01.96,2.663403988
825,21.25,-28.75,03.01.96,0.176327139
826,23.75,-28.75,03.01.96,0.478217542
827,21.25,-26.25,03.01.96,0.095022723
828,23.75,-26.25,03.01.96,0.518986762
829,21.25,-28.75,04.01.96,0.523062408
830,23.75,-28.75,04.01.96,1.293793917
831,21.25,-26.25,04.01.96,0.82980305
832,23.75,-26.25,04.01.96,1.47331512
833,21.25,-28.75,05.01.96,0.191544414
834,23.75,-28.75,05.01.96,0.297995657
835,21.25,-26.25,05.01.96,0.523923457
836,23.75,-26.25,05.01.96,1.138945103
837,21.25,-28.75,06.01.96,0.004031691
838,23.75,-28.75,06.01.96,0.000900608
839,21.25,-26.25,06.01.96,0.003099581
840,23.75,-26.25,06.01.96,0.001069217
841,21.25,-28.75,07.01.96,1.140930295
842,23.75,-28.75,07.01.96,0.718310356
843,21.25,-26.25,07.01.96,0.537165225
844,23.75,-26.25,07.01.96,0.177084178
845,21.25,-28.75,08.01.96,0.039386258
846,23.75,-28.75,08.01.96,0.144026548
847,21.25,-26.25,08.01.96,0.007383847
848,23.75,-26.25,08.01.96,0.00580287
849,21.25,-28.75,09.01.96,0.05303124
850,23.75,-28.75,09.01.96,0.103889063
851,21.25,-26.25,09.01.96,0.127961874
852,23.75,-26.25,09.01.96,0.286087781
853,21.25,-28.75,10.01.96,0.278538823
854,23.75,-28.75,10.01.96,0.199374184
855,21.25,-26.25,10.01.96,0.091582984
856,23.75,-26.25,10.01.96,0.304025412
857,21.25,-28.75,11.01.96,2.122068167
858,23.75,-28.75,11.01.96,2.879797459
859,21.25,-26.25,11.01.96,1.529124975
860,23.75,-26.25,11.01.96,3.203994274
861,21.25,-28.75,12.01.96,0.730130851
862,23.75,-28.75,12.01.96,2.727450848
863,21.25,-26.25,12.01.96,1.818370223
864,23.75,-26.25,12.01.96,3.985726357
865,21.25,-28.75,01.01.97,1.287348509
866,23.75,-28.75,01.01.97,2.396021843
867,21.25,-26.25,01.01.97,2.138621807
868,23.75,-26.25,01.01.97,3.494645834
869,21.25,-28.75,02.01.97,0.211505383
870,23.75,-28.75,02.01.97,0.961120069
871,21.25,-26.25,02.01.97,0.551653326
872,23.75,-26.25,02.01.97,1.663758039
873,21.25,-28.75,03.01.97,2.307368994
874,23.75,-28.75,03.01.97,4.051606655
875,21.25,-26.25,03.01.97,2.249958515
876,23.75,-26.25,03.01.97,4.687714577
877,21.25,-28.75,04.01.97,0.123831652
878,23.75,-28.75,04.01.97,0.689517379
879,21.25,-26.25,04.01.97,0.091394804
880,23.75,-26.25,04.01.97,1.232892513
881,21.25,-28.75,05.01.97,0.487884611
882,23.75,-28.75,05.01.97,1.264327049
883,21.25,-26.25,05.01.97,0.411915421
884,23.75,-26.25,05.01.97,1.068247557
885,21.25,-28.75,06.01.97,0.163077012
886,23.75,-28.75,06.01.97,0.242699087
887,21.25,-26.25,06.01.97,0.06404689
888,23.75,-26.25,06.01.97,0.039480601
889,21.25,-28.75,07.01.97,0.037060894
890,23.75,-28.75,07.01.97,0.217189983
891,21.25,-26.25,07.01.97,0.003911681
892,23.75,-26.25,07.01.97,0.051354129
893,21.25,-28.75,08.01.97,0.003045238
894,23.75,-28.75,08.01.97,0.03273211
895,21.25,-26.25,08.01.97,0.012604648
896,23.75,-26.25,08.01.97,0.041522402
897,21.25,-28.75,09.01.97,0.003634673
898,23.75,-28.75,09.01.97,0.086723685
899,21.25,-26.25,09.01.97,0.29832378
900,23.75,-26.25,09.01.97,0.74832499
901,21.25,-28.75,10.01.97,0.249474689
902,23.75,-28.75,10.01.97,0.869835973
903,21.25,-26.25,10.01.97,0.64087534
904,23.75,-26.25,10.01.97,1.375536084
905,21.25,-28.75,11.01.97,0.048465226
906,23.75,-28.75,11.01.97,0.11947725
907,21.25,-26.25,11.01.97,0.196151301
908,23.75,-26.25,11.01.97,0.50725615
909,21.25,-28.75,12.01.97,0.080651544
910,23.75,-28.75,12.01.97,0.989801526
911,21.25,-26.25,12.01.97,0.277793944
912,23.75,-26.25,12.01.97,1.180947542
913,21.25,-28.75,01.01.98,0.666848123
914,23.75,-28.75,01.01.98,1.915206313
915,21.25,-26.25,01.01.98,1.344864607
916,23.75,-26.25,01.01.98,2.890538454
917,21.25,-28.75,02.01.98,1.29938364
918,23.75,-28.75,02.01.98,2.042633533
919,21.25,-26.25,02.01.98,1.873116374
920,23.75,-26.25,02.01.98,2.683331251
921,21.25,-28.75,03.01.98,1.401341438
922,23.75,-28.75,03.01.98,1.952209473
923,21.25,-26.25,03.01.98,1.804016352
924,23.75,-26.25,03.01.98,2.804739714
925,21.25,-28.75,04.01.98,0.162092626
926,23.75,-28.75,04.01.98,0.534762144
927,21.25,-26.25,04.01.98,0.208068684
928,23.75,-26.25,04.01.98,0.397088349
929,21.25,-28.75,05.01.98,0.027685057
930,23.75,-28.75,05.01.98,0.035584763
931,21.25,-26.25,05.01.98,0.016850686
932,23.75,-26.25,05.01.98,0.000205063
933,21.25,-28.75,06.01.98,0.000292422
934,23.75,-28.75,06.01.98,0.001525727
935,21.25,-26.25,06.01.98,0.018469997
936,23.75,-26.25,06.01.98,0.008156777
937,21.25,-28.75,07.01.98,0.03091234
938,23.75,-28.75,07.01.98,0.132273883
939,21.25,-26.25,07.01.98,0.029257135
940,23.75,-26.25,07.01.98,0.008157803
941,21.25,-28.75,08.01.98,0.048681282
942,23.75,-28.75,08.01.98,0.099373676
943,21.25,-26.25,08.01.98,0.047946587
944,23.75,-26.25,08.01.98,0.010311139
945,21.25,-28.75,09.01.98,0.190221429
946,23.75,-28.75,09.01.98,0.194543183
947,21.25,-26.25,09.01.98,0.321874648
948,23.75,-26.25,09.01.98,0.193094268
949,21.25,-28.75,10.01.98,0.29686603
950,23.75,-28.75,10.01.98,0.948767245
951,21.25,-26.25,10.01.98,0.710980833
952,23.75,-26.25,10.01.98,1.415048122
953,21.25,-28.75,11.01.98,0.475674897
954,23.75,-28.75,11.01.98,1.62727654
955,21.25,-26.25,11.01.98,0.431105644
956,23.75,-26.25,11.01.98,2.163012028
957,21.25,-28.75,12.01.98,0.914065003
958,23.75,-28.75,12.01.98,1.003376126
959,21.25,-26.25,12.01.98,1.487264037
960,23.75,-26.25,12.01.98,2.396444321
961,21.25,-28.75,01.01.99,0.947229803
962,23.75,-28.75,01.01.99,1.938632965
963,21.25,-26.25,01.01.99,1.247634888
964,23.75,-26.25,01.01.99,2.302245617
965,21.25,-28.75,02.01.99,0.238268688
966,23.75,-28.75,02.01.99,0.510571182
967,21.25,-26.25,02.01.99,0.32663995
968,23.75,-26.25,02.01.99,1.261766315
969,21.25,-28.75,03.01.99,0.657524645
970,23.75,-28.75,03.01.99,0.629390001
971,21.25,-26.25,03.01.99,1.127271295
972,23.75,-26.25,03.01.99,0.939613819
973,21.25,-28.75,04.01.99,0.513939619
974,23.75,-28.75,04.01.99,0.810914576
975,21.25,-26.25,04.01.99,0.194732532
976,23.75,-26.25,04.01.99,0.31561932
977,21.25,-28.75,05.01.99,1.546918154
978,23.75,-28.75,05.01.99,2.127821445
979,21.25,-26.25,05.01.99,0.948433578
980,23.75,-26.25,05.01.99,1.768180609
981,21.25,-28.75,06.01.99,0.001530071
982,23.75,-28.75,06.01.99,0.01968576
983,21.25,-26.25,06.01.99,0.023385387
984,23.75,-26.25,06.01.99,0.005007718
985,21.25,-28.75,07.01.99,0.015293278
986,23.75,-28.75,07.01.99,0.034664709
987,21.25,-26.25,07.01.99,0.003230427
988,23.75,-26.25,07.01.99,0.006292679
989,21.25,-28.75,08.01.99,0.00611023
990,23.75,-28.75,08.01.99,0.008375002
991,21.25,-26.25,08.01.99,0.007260412
992,23.75,-26.25,08.01.99,2.74E-06
993,21.25,-28.75,09.01.99,0.052216571
994,23.75,-28.75,09.01.99,0.012218579
995,21.25,-26.25,09.01.99,0.001263892
996,23.75,-26.25,09.01.99,0.001525992
997,21.25,-28.75,10.01.99,1.254520416
998,23.75,-28.75,10.01.99,1.506917238
999,21.25,-26.25,10.01.99,0.71266222
1000,23.75,-26.25,10.01.99,1.221867442
1001,21.25,-28.75,11.01.99,0.353550196
1002,23.75,-28.75,11.01.99,0.271082282
1003,21.25,-26.25,11.01.99,0.861789703
1004,23.75,-26.25,11.01.99,0.965211987
1005,21.25,-28.75,12.01.99,3.593324184
1006,23.75,-28.75,12.01.99,5.807156563
1007,21.25,-26.25,12.01.99,4.326122761
1008,23.75,-26.25,12.01.99,5.917235374
1009,21.25,-28.75,01.01.00,1.601822853
1010,23.75,-28.75,01.01.00,2.665015936
1011,21.25,-26.25,01.01.00,2.733039379
1012,23.75,-26.25,01.01.00,4.056433201
1013,21.25,-28.75,02.01.00,1.995308757
1014,23.75,-28.75,02.01.00,2.763697147
1015,21.25,-26.25,02.01.00,2.584526539
1016,23.75,-26.25,02.01.00,3.653149843
1017,21.25,-28.75,03.01.00,2.618429422
1018,23.75,-28.75,03.01.00,3.771232367
1019,21.25,-26.25,03.01.00,2.319434166
1020,23.75,-26.25,03.01.00,3.174187183
1021,21.25,-28.75,04.01.00,1.225100994
1022,23.75,-28.75,04.01.00,1.948541164
1023,21.25,-26.25,04.01.00,1.464383125
1024,23.75,-26.25,04.01.00,1.258307219
1025,21.25,-28.75,05.01.00,0.011586499
1026,23.75,-28.75,05.01.00,0.048611332
1027,21.25,-26.25,05.01.00,0.075499661
1028,23.75,-26.25,05.01.00,0.479332805
1029,21.25,-28.75,06.01.00,0.02463153
1030,23.75,-28.75,06.01.00,0.036529996
1031,21.25,-26.25,06.01.00,0.01664426
1032,23.75,-26.25,06.01.00,0.021953847
1033,21.25,-28.75,07.01.00,0.024474092
1034,23.75,-28.75,07.01.00,0.018969495
1035,21.25,-26.25,07.01.00,0.006929859
1036,23.75,-26.25,07.01.00,0.0050174
1037,21.25,-28.75,08.01.00,0.060929
1038,23.75,-28.75,08.01.00,0.036587726
1039,21.25,-26.25,08.01.00,0.025188457
1040,23.75,-26.25,08.01.00,0.004056389
1041,21.25,-28.75,09.01.00,0.68490243
1042,23.75,-28.75,09.01.00,1.727268815
1043,21.25,-26.25,09.01.00,0.220471233
1044,23.75,-26.25,09.01.00,0.546264291
1045,21.25,-28.75,10.01.00,0.153782248
1046,23.75,-28.75,10.01.00,0.353349477
1047,21.25,-26.25,10.01.00,0.209964156
1048,23.75,-26.25,10.01.00,0.909573436
1049,21.25,-28.75,11.01.00,0.247449905
1050,23.75,-28.75,11.01.00,0.847659647
1051,21.25,-26.25,11.01.00,1.16679275
1052,23.75,-26.25,11.01.00,2.675833225
1053,21.25,-28.75,12.01.00,0.529610336
1054,23.75,-28.75,12.01.00,2.138948441
1055,21.25,-26.25,12.01.00,1.223937035
1056,23.75,-26.25,12.01.00,2.654453516
1057,21.25,-28.75,01.01.01,0.188304931
1058,23.75,-28.75,01.01.01,0.444481015
1059,21.25,-26.25,01.01.01,0.676221013
1060,23.75,-26.25,01.01.01,0.566720009
1061,21.25,-28.75,02.01.01,0.644235909
1062,23.75,-28.75,02.01.01,1.214035749
1063,21.25,-26.25,02.01.01,1.033493638
1064,23.75,-26.25,02.01.01,1.768658638
1065,21.25,-28.75,03.01.01,2.028554916
1066,23.75,-28.75,03.01.01,2.808722734
1067,21.25,-26.25,03.01.01,2.162558556
1068,23.75,-26.25,03.01.01,2.290049553
1069,21.25,-28.75,04.01.01,2.584681749
1070,23.75,-28.75,04.01.01,3.822068691
1071,21.25,-26.25,04.01.01,3.964221478
1072,23.75,-26.25,04.01.01,4.716001987
1073,21.25,-28.75,05.01.01,0.086391389
1074,23.75,-28.75,05.01.01,0.470200062
1075,21.25,-26.25,05.01.01,0.234588683
1076,23.75,-26.25,05.01.01,0.994975626
1077,21.25,-28.75,06.01.01,0.150300041
1078,23.75,-28.75,06.01.01,0.462863564
1079,21.25,-26.25,06.01.01,0.056054205
1080,23.75,-26.25,06.01.01,0.046868961
1081,21.25,-28.75,07.01.01,0.210993305
1082,23.75,-28.75,07.01.01,0.036506306
1083,21.25,-26.25,07.01.01,0.050954621
1084,23.75,-26.25,07.01.01,0.015223441
1085,21.25,-28.75,08.01.01,0.002349435
1086,23.75,-28.75,08.01.01,0.180104613
1087,21.25,-26.25,08.01.01,0.09887708
1088,23.75,-26.25,08.01.01,0.114790544
1089,21.25,-28.75,09.01.01,0.8215186
1090,23.75,-28.75,09.01.01,2.225384235
1091,21.25,-26.25,09.01.01,0.463728905
1092,23.75,-26.25,09.01.01,1.676125646
1093,21.25,-28.75,10.01.01,0.488197029
1094,23.75,-28.75,10.01.01,1.378193974
1095,21.25,-26.25,10.01.01,0.911068559
1096,23.75,-26.25,10.01.01,2.071949959
1097,21.25,-28.75,11.01.01,1.840312481
1098,23.75,-28.75,11.01.01,3.647897959
1099,21.25,-26.25,11.01.01,2.020652533
1100,23.75,-26.25,11.01.01,3.763702631
1101,21.25,-28.75,12.01.01,0.774973273
1102,23.75,-28.75,12.01.01,2.594424725
1103,21.25,-26.25,12.01.01,0.740272701
1104,23.75,-26.25,12.01.01,2.914839268
1105,21.25,-28.75,01.01.02,1.015027523
1106,23.75,-28.75,01.01.02,2.339404821
1107,21.25,-26.25,01.01.02,1.462346315
1108,23.75,-26.25,01.01.02,3.916585684
1109,21.25,-28.75,02.01.02,1.131093264
1110,23.75,-28.75,02.01.02,1.332302094
1111,21.25,-26.25,02.01.02,0.845954835
1112,23.75,-26.25,02.01.02,1.226288795
1113,21.25,-28.75,03.01.02,1.000343561
1114,23.75,-28.75,03.01.02,1.546910763
1115,21.25,-26.25,03.01.02,1.034567714
1116,23.75,-26.25,03.01.02,1.018445492
1117,21.25,-28.75,04.01.02,0.57434535
1118,23.75,-28.75,04.01.02,0.64814949
1119,21.25,-26.25,04.01.02,0.768989563
1120,23.75,-26.25,04.01.02,0.925110996
1121,21.25,-28.75,05.01.02,0.65407902
1122,23.75,-28.75,05.01.02,0.879724979
1123,21.25,-26.25,05.01.02,0.67247498
1124,23.75,-26.25,05.01.02,1.08015132
1125,21.25,-28.75,06.01.02,0.282542527
1126,23.75,-28.75,06.01.02,0.962982893
1127,21.25,-26.25,06.01.02,0.141538382
1128,23.75,-26.25,06.01.02,0.349047124
1129,21.25,-28.75,07.01.02,0.00553028
1130,23.75,-28.75,07.01.02,0.007981913
1131,21.25,-26.25,07.01.02,0.013368254
1132,23.75,-26.25,07.01.02,0.010024974
1133,21.25,-28.75,08.01.02,0.423514962
1134,23.75,-28.75,08.01.02,1.976024747
1135,21.25,-26.25,08.01.02,0.154552877
1136,23.75,-26.25,08.01.02,1.131429195
1137,21.25,-28.75,09.01.02,0.071308605
1138,23.75,-28.75,09.01.02,0.184482411
1139,21.25,-26.25,09.01.02,0.013609502
1140,23.75,-26.25,09.01.02,0.24291116
1141,21.25,-28.75,10.01.02,0.158581704
1142,23.75,-28.75,10.01.02,0.473224908
1143,21.25,-26.25,10.01.02,0.536530674
1144,23.75,-26.25,10.01.02,1.217016697
1145,21.25,-28.75,11.01.02,0.325255036
1146,23.75,-28.75,11.01.02,0.960293055
1147,21.25,-26.25,11.01.02,0.707607627
1148,23.75,-26.25,11.01.02,0.82068485
1149,21.25,-28.75,12.01.02,1.323565841
1150,23.75,-28.75,12.01.02,2.786570072
1151,21.25,-26.25,12.01.02,1.453162074
1152,23.75,-26.25,12.01.02,2.575366259
1153,21.25,-28.75,01.01.03,0.221853495
1154,23.75,-28.75,01.01.03,0.987618566
1155,21.25,-26.25,01.01.03,0.408748835
1156,23.75,-26.25,01.01.03,1.851980686
1157,21.25,-28.75,02.01.03,1.393652439
1158,23.75,-28.75,02.01.03,2.333488941
1159,21.25,-26.25,02.01.03,1.924531937
1160,23.75,-26.25,02.01.03,3.141573191
1161,21.25,-28.75,03.01.03,0.247253001
1162,23.75,-28.75,03.01.03,1.196617603
1163,21.25,-26.25,03.01.03,0.063822426
1164,23.75,-26.25,03.01.03,0.603847325
1165,21.25,-28.75,04.01.03,0.428344727
1166,23.75,-28.75,04.01.03,0.879563749
1167,21.25,-26.25,04.01.03,0.601165652
1168,23.75,-26.25,04.01.03,0.581692457
1169,21.25,-28.75,05.01.03,0.082965575
1170,23.75,-28.75,05.01.03,0.194256917
1171,21.25,-26.25,05.01.03,0.079712808
1172,23.75,-26.25,05.01.03,0.176912472
1173,21.25,-28.75,06.01.03,0.006437788
1174,23.75,-28.75,06.01.03,0.001184412
1175,21.25,-26.25,06.01.03,0.018978085
1176,23.75,-26.25,06.01.03,0.044064082
1177,21.25,-28.75,07.01.03,0.001562242
1178,23.75,-28.75,07.01.03,0.007332182
1179,21.25,-26.25,07.01.03,3.11E-05
1180,23.75,-26.25,07.01.03,0.006459868
1181,21.25,-28.75,08.01.03,0.104601987
1182,23.75,-28.75,08.01.03,0.0790179
1183,21.25,-26.25,08.01.03,0.022501867
1184,23.75,-26.25,08.01.03,0.008112777
1185,21.25,-28.75,09.01.03,0.462080956
1186,23.75,-28.75,09.01.03,0.483462781
1187,21.25,-26.25,09.01.03,0.326561451
1188,23.75,-26.25,09.01.03,0.255718172
1189,21.25,-28.75,10.01.03,0.714220107
1190,23.75,-28.75,10.01.03,0.617328644
1191,21.25,-26.25,10.01.03,0.466395825
1192,23.75,-26.25,10.01.03,0.578938782
1193,21.25,-28.75,11.01.03,0.575082898
1194,23.75,-28.75,11.01.03,1.661854506
1195,21.25,-26.25,11.01.03,0.513204396
1196,23.75,-26.25,11.01.03,1.633730769
1197,21.25,-28.75,12.01.03,0.041146342
1198,23.75,-28.75,12.01.03,0.401567787
1199,21.25,-26.25,12.01.03,0.052163675
1200,23.75,-26.25,12.01.03,0.550703049
1201,21.25,-28.75,01.01.04,1.849367142
1202,23.75,-28.75,01.01.04,2.437622309
1203,21.25,-26.25,01.01.04,2.140607834
1204,23.75,-26.25,01.01.04,2.653164625
1205,21.25,-28.75,02.01.04,1.189240456
