date,temp,month,year,scen
16.12.61,31.50924,12,2061,RCP8.5
16.01.62,32.7599,1,2062,RCP8.5
15.02.62,31.77102,2,2062,RCP8.5
16.03.62,30.20785,3,2062,RCP8.5
16.04.62,27.31167,4,2062,RCP8.5
16.05.62,24.1644,5,2062,RCP8.5
16.06.62,22.4533,6,2062,RCP8.5
16.07.62,22.28726,7,2062,RCP8.5
16.08.62,25.36727,8,2062,RCP8.5
16.09.62,31.20104,9,2062,RCP8.5
16.10.62,34.21758,10,2062,RCP8.5
16.11.62,32.27,11,2062,RCP8.5
16.12.62,33.67944,12,2062,RCP8.5
16.01.63,33.51818,1,2063,RCP8.5
15.02.63,32.64962,2,2063,RCP8.5
16.03.63,30.38235,3,2063,RCP8.5
16.04.63,28.22595,4,2063,RCP8.5
16.05.63,23.68447,5,2063,RCP8.5
16.06.63,21.57952,6,2063,RCP8.5
16.07.63,22.77783,7,2063,RCP8.5
16.08.63,26.76193,8,2063,RCP8.5
16.09.63,31.7802,9,2063,RCP8.5
16.10.63,33.5128,10,2063,RCP8.5
16.11.63,32.10592,11,2063,RCP8.5
16.12.63,32.294,12,2063,RCP8.5
16.01.64,32.45306,1,2064,RCP8.5
15.02.64,33.1115,2,2064,RCP8.5
16.03.64,31.90807,3,2064,RCP8.5
16.04.64,26.97802,4,2064,RCP8.5
16.05.64,23.81106,5,2064,RCP8.5
16.06.64,22.41146,6,2064,RCP8.5
16.07.64,23.31954,7,2064,RCP8.5
16.08.64,25.98342,8,2064,RCP8.5
16.09.64,31.9023,9,2064,RCP8.5
16.10.64,32.38055,10,2064,RCP8.5
16.11.64,32.81042,11,2064,RCP8.5
16.12.64,32.93566,12,2064,RCP8.5
16.01.65,31.54193,1,2065,RCP8.5
15.02.65,32.5378,2,2065,RCP8.5
16.03.65,31.18145,3,2065,RCP8.5
16.04.65,28.3987,4,2065,RCP8.5
16.05.65,25.5182,5,2065,RCP8.5
16.06.65,22.33865,6,2065,RCP8.5
16.07.65,22.83938,7,2065,RCP8.5
16.08.65,26.57516,8,2065,RCP8.5
16.09.65,30.94192,9,2065,RCP8.5
16.10.65,33.90627,10,2065,RCP8.5
16.11.65,33.5098,11,2065,RCP8.5
16.12.65,35.00616,12,2065,RCP8.5
16.01.66,34.0883,1,2066,RCP8.5
15.02.66,32.3616,2,2066,RCP8.5
16.03.66,31.95706,3,2066,RCP8.5
16.04.66,28.8861,4,2066,RCP8.5
16.05.66,26.05258,5,2066,RCP8.5
16.06.66,23.85653,6,2066,RCP8.5
16.07.66,23.41384,7,2066,RCP8.5
16.08.66,26.81915,8,2066,RCP8.5
16.09.66,31.48147,9,2066,RCP8.5
16.10.66,33.59457,10,2066,RCP8.5
16.11.66,33.28176,11,2066,RCP8.5
16.12.66,33.12927,12,2066,RCP8.5
16.01.67,31.9067,1,2067,RCP8.5
15.02.67,32.94106,2,2067,RCP8.5
16.03.67,30.32745,3,2067,RCP8.5
16.04.67,28.3769,4,2067,RCP8.5
16.05.67,24.59097,5,2067,RCP8.5
16.06.67,20.29528,6,2067,RCP8.5
16.07.67,22.25094,7,2067,RCP8.5
16.08.67,26.43368,8,2067,RCP8.5
16.09.67,31.10464,9,2067,RCP8.5
16.10.67,34.11218,10,2067,RCP8.5
16.11.67,33.67883,11,2067,RCP8.5
16.12.67,33.5254,12,2067,RCP8.5
