date,rain,month,year,scen
16.05.47,67.38363,5,2047,RCP2.6
16.06.47,21.237093,6,2047,RCP2.6
16.07.47,9.499195,7,2047,RCP2.6
16.08.47,3.7909539,8,2047,RCP2.6
16.09.47,17.298567,9,2047,RCP2.6
16.10.47,55.07226,10,2047,RCP2.6
16.11.47,128.06432,11,2047,RCP2.6
16.12.47,113.91854,12,2047,RCP2.6
16.01.48,151.07541,1,2048,RCP2.6
15.02.48,101.135315,2,2048,RCP2.6
16.03.48,185.07967,3,2048,RCP2.6
16.04.48,140.75943,4,2048,RCP2.6
16.05.48,55.20845,5,2048,RCP2.6
16.06.48,13.850574,6,2048,RCP2.6
16.07.48,4.72872,7,2048,RCP2.6
16.08.48,14.664834,8,2048,RCP2.6
16.09.48,33.21956,9,2048,RCP2.6
16.10.48,37.549274,10,2048,RCP2.6
16.11.48,142.71806,11,2048,RCP2.6
16.12.48,129.46423,12,2048,RCP2.6
16.01.49,122.60408,1,2049,RCP2.6
15.02.49,98.176636,2,2049,RCP2.6
16.03.49,156.15198,3,2049,RCP2.6
16.04.49,112.489235,4,2049,RCP2.6
16.05.49,108.98626,5,2049,RCP2.6
16.06.49,14.029964,6,2049,RCP2.6
16.07.49,6.127948,7,2049,RCP2.6
16.08.49,8.081853,8,2049,RCP2.6
16.09.49,23.099356,9,2049,RCP2.6
16.10.49,82.61718,10,2049,RCP2.6
16.11.49,114.181755,11,2049,RCP2.6
16.12.49,131.88666,12,2049,RCP2.6
16.01.50,155.82452,1,2050,RCP2.6
15.02.50,97.49417,2,2050,RCP2.6
16.03.50,80.51902,3,2050,RCP2.6
16.04.50,61.54025,4,2050,RCP2.6
16.05.50,49.88856,5,2050,RCP2.6
16.06.50,15.7122965,6,2050,RCP2.6
16.07.50,9.478605,7,2050,RCP2.6
16.08.50,5.28819,8,2050,RCP2.6
16.09.50,29.742815,9,2050,RCP2.6
16.10.50,51.219353,10,2050,RCP2.6
16.11.50,129.23149,11,2050,RCP2.6
16.12.50,183.08107,12,2050,RCP2.6
16.01.51,140.27043,1,2051,RCP2.6
15.02.51,112.31497,2,2051,RCP2.6
16.03.51,134.27074,3,2051,RCP2.6
16.04.51,80.799576,4,2051,RCP2.6
16.05.51,51.025436,5,2051,RCP2.6
16.06.51,14.170374,6,2051,RCP2.6
16.07.51,2.1152446,7,2051,RCP2.6
16.08.51,9.950585,8,2051,RCP2.6
16.09.51,14.3643465,9,2051,RCP2.6
16.10.51,76.21324,10,2051,RCP2.6
16.11.51,107.44981,11,2051,RCP2.6
16.12.51,113.07712,12,2051,RCP2.6
16.01.52,125.80277,1,2052,RCP2.6
15.02.52,122.3302,2,2052,RCP2.6
16.03.52,102.920204,3,2052,RCP2.6
16.04.52,119.394806,4,2052,RCP2.6
16.05.52,28.417091,5,2052,RCP2.6
16.06.52,14.722442,6,2052,RCP2.6
16.07.52,6.7395144,7,2052,RCP2.6
16.08.52,9.892462,8,2052,RCP2.6
16.09.52,24.327381,9,2052,RCP2.6
16.10.52,55.313427,10,2052,RCP2.6
16.11.52,123.66216,11,2052,RCP2.6
16.12.52,125.07028,12,2052,RCP2.6
16.01.53,132.85217,1,2053,RCP2.6
15.02.53,130.03633,2,2053,RCP2.6
16.03.53,118.74198,3,2053,RCP2.6
16.04.53,82.41964,4,2053,RCP2.6
16.05.53,74.51814,5,2053,RCP2.6
16.06.53,42.894802,6,2053,RCP2.6
16.07.53,17.259573,7,2053,RCP2.6
16.08.53,13.287884,8,2053,RCP2.6
16.09.53,21.593254,9,2053,RCP2.6
16.10.53,70.21478,10,2053,RCP2.6
16.11.53,98.737045,11,2053,RCP2.6
16.12.53,126.36655,12,2053,RCP2.6
16.01.54,162.67105,1,2054,RCP2.6
15.02.54,136.1633,2,2054,RCP2.6
16.03.54,98.45827,3,2054,RCP2.6
16.04.54,75.8093,4,2054,RCP2.6
16.05.54,31.03825,5,2054,RCP2.6
16.06.54,16.501087,6,2054,RCP2.6
16.07.54,3.290638,7,2054,RCP2.6
16.08.54,5.577658,8,2054,RCP2.6
16.09.54,22.02362,9,2054,RCP2.6
16.10.54,52.378155,10,2054,RCP2.6
16.11.54,123.54086,11,2054,RCP2.6
16.12.54,119.11257,12,2054,RCP2.6
16.01.55,166.26895,1,2055,RCP2.6
15.02.55,133.43097,2,2055,RCP2.6
16.03.55,126.21261,3,2055,RCP2.6
16.04.55,65.6685,4,2055,RCP2.6
16.05.55,47.199074,5,2055,RCP2.6
16.06.55,18.213924,6,2055,RCP2.6
16.07.55,8.932683,7,2055,RCP2.6
16.08.55,23.543018,8,2055,RCP2.6
16.09.55,11.223187,9,2055,RCP2.6
16.10.55,77.25833,10,2055,RCP2.6
16.11.55,85.26092,11,2055,RCP2.6
16.12.55,128.24051,12,2055,RCP2.6
16.01.56,148.0389,1,2056,RCP2.6
15.02.56,119.289055,2,2056,RCP2.6
16.03.56,150.83443,3,2056,RCP2.6
16.04.56,73.03664,4,2056,RCP2.6
16.05.56,37.23604,5,2056,RCP2.6
16.06.56,9.719625,6,2056,RCP2.6
16.07.56,5.3877563,7,2056,RCP2.6
16.08.56,3.3174162,8,2056,RCP2.6
16.09.56,24.773386,9,2056,RCP2.6
16.10.56,72.05723,10,2056,RCP2.6
16.11.56,104.3627,11,2056,RCP2.6
16.12.56,123.90692,12,2056,RCP2.6
16.01.57,100.00137,1,2057,RCP2.6
15.02.57,130.98653,2,2057,RCP2.6
16.03.57,147.50217,3,2057,RCP2.6
16.04.57,63.936886,4,2057,RCP2.6
16.05.57,69.50688,5,2057,RCP2.6
16.06.57,24.131943,6,2057,RCP2.6
16.07.57,3.3682756,7,2057,RCP2.6
16.08.57,8.844819,8,2057,RCP2.6
16.09.57,18.848873,9,2057,RCP2.6
16.10.57,52.15715,10,2057,RCP2.6
16.11.57,95.411316,11,2057,RCP2.6
16.12.57,116.545715,12,2057,RCP2.6
16.01.58,122.062706,1,2058,RCP2.6
15.02.58,131.33624,2,2058,RCP2.6
16.03.58,116.10144,3,2058,RCP2.6
16.04.58,70.42119,4,2058,RCP2.6
16.05.58,45.5266,5,2058,RCP2.6
16.06.58,18.773588,6,2058,RCP2.6
16.07.58,9.814686,7,2058,RCP2.6
16.08.58,4.161483,8,2058,RCP2.6
16.09.58,24.272614,9,2058,RCP2.6
16.10.58,53.8847,10,2058,RCP2.6
16.11.58,104.50304,11,2058,RCP2.6
16.12.58,121.05497,12,2058,RCP2.6
16.01.59,120.27869,1,2059,RCP2.6
15.02.59,149.52922,2,2059,RCP2.6
16.03.59,155.2432,3,2059,RCP2.6
16.04.59,96.84364,4,2059,RCP2.6
16.05.59,76.89673,5,2059,RCP2.6
16.06.59,19.874126,6,2059,RCP2.6
16.07.59,4.948344,7,2059,RCP2.6
16.08.59,6.834803,8,2059,RCP2.6
16.09.59,23.180307,9,2059,RCP2.6
16.10.59,62.20212,10,2059,RCP2.6
16.11.59,108.528496,11,2059,RCP2.6
16.12.59,115.949265,12,2059,RCP2.6
16.01.60,176.40253,1,2060,RCP2.6
15.02.60,117.89411,2,2060,RCP2.6
16.03.60,121.32366,3,2060,RCP2.6
16.04.60,65.7179,4,2060,RCP2.6
16.05.60,40.233814,5,2060,RCP2.6
16.06.60,10.485336,6,2060,RCP2.6
16.07.60,16.792147,7,2060,RCP2.6
16.08.60,11.417943,8,2060,RCP2.6
16.09.60,20.3683,9,2060,RCP2.6
16.10.60,54.78462,10,2060,RCP2.6
16.11.60,84.981575,11,2060,RCP2.6
16.12.60,94.06138,12,2060,RCP2.6
16.01.61,160.995,1,2061,RCP2.6
15.02.61,115.98276,2,2061,RCP2.6
16.03.61,148.69841,3,2061,RCP2.6
16.04.61,89.043594,4,2061,RCP2.6
16.05.61,71.25539,5,2061,RCP2.6
16.06.61,49.1216,6,2061,RCP2.6
16.07.61,11.707084,7,2061,RCP2.6
16.08.61,6.7714553,8,2061,RCP2.6
16.09.61,11.158945,9,2061,RCP2.6
16.10.61,64.48235,10,2061,RCP2.6
16.11.61,105.16309,11,2061,RCP2.6
16.12.61,101.33916,12,2061,RCP2.6
16.01.62,89.98328,1,2062,RCP2.6
15.02.62,125.5527,2,2062,RCP2.6
16.03.62,113.55714,3,2062,RCP2.6
16.04.62,50.888756,4,2062,RCP2.6
16.05.62,34.17235,5,2062,RCP2.6
16.06.62,13.1321125,6,2062,RCP2.6
16.07.62,6.7089734,7,2062,RCP2.6
16.08.62,8.985677,8,2062,RCP2.6
16.09.62,18.860563,9,2062,RCP2.6
16.10.62,70.70166,10,2062,RCP2.6
16.11.62,104.15222,11,2062,RCP2.6
16.12.62,123.30777,12,2062,RCP2.6
16.01.63,133.12302,1,2063,RCP2.6
15.02.63,112.06937,2,2063,RCP2.6
16.03.63,122.7747,3,2063,RCP2.6
16.04.63,88.413574,4,2063,RCP2.6
16.05.63,52.357224,5,2063,RCP2.6
16.06.63,21.800032,6,2063,RCP2.6
16.07.63,12.643747,7,2063,RCP2.6
16.08.63,0.69291836,8,2063,RCP2.6
16.09.63,11.044912,9,2063,RCP2.6
16.10.63,61.319412,10,2063,RCP2.6
16.11.63,119.57318,11,2063,RCP2.6
16.12.63,186.96068,12,2063,RCP2.6
16.01.64,146.60812,1,2064,RCP2.6
15.02.64,178.88564,2,2064,RCP2.6
16.03.64,136.9723,3,2064,RCP2.6
16.04.64,98.918465,4,2064,RCP2.6
16.05.64,66.81334,5,2064,RCP2.6
16.06.64,6.767868,6,2064,RCP2.6
16.07.64,12.148585,7,2064,RCP2.6
16.08.64,4.3002462,8,2064,RCP2.6
16.09.64,6.356682,9,2064,RCP2.6
16.10.64,70.14161,10,2064,RCP2.6
16.11.64,92.2668,11,2064,RCP2.6
16.12.64,122.31557,12,2064,RCP2.6
16.01.65,174.06671,1,2065,RCP2.6
15.02.65,161.31735,2,2065,RCP2.6
16.03.65,114.81012,3,2065,RCP2.6
16.04.65,84.284584,4,2065,RCP2.6
16.05.65,64.19872,5,2065,RCP2.6
16.06.65,9.973021,6,2065,RCP2.6
16.07.65,6.232415,7,2065,RCP2.6
16.08.65,3.9668152,8,2065,RCP2.6
16.09.65,22.734,9,2065,RCP2.6
16.10.65,55.72617,10,2065,RCP2.6
16.11.65,72.77385,11,2065,RCP2.6
16.12.65,147.89105,12,2065,RCP2.6
16.01.66,164.3728,1,2066,RCP2.6
15.02.66,140.40337,2,2066,RCP2.6
16.03.66,119.35762,3,2066,RCP2.6
16.04.66,118.42078,4,2066,RCP2.6
16.05.66,55.01881,5,2066,RCP2.6
16.06.66,3.9675868,6,2066,RCP2.6
16.07.66,8.804636,7,2066,RCP2.6
16.08.66,17.045269,8,2066,RCP2.6
16.09.66,11.865708,9,2066,RCP2.6
16.10.66,51.7592,10,2066,RCP2.6
16.11.66,99.180016,11,2066,RCP2.6
16.12.66,126.354164,12,2066,RCP2.6
16.01.67,134.56808,1,2067,RCP2.6
15.02.67,103.53264,2,2067,RCP2.6
16.03.67,112.875244,3,2067,RCP2.6
16.04.67,82.73138,4,2067,RCP2.6
16.05.67,24.781507,5,2067,RCP2.6
16.06.67,21.576832,6,2067,RCP2.6
16.07.67,5.662437,7,2067,RCP2.6
16.08.67,5.201342,8,2067,RCP2.6
16.09.67,13.54889,9,2067,RCP2.6
16.10.67,51.8107,10,2067,RCP2.6
16.11.67,102.33446,11,2067,RCP2.6
16.12.67,126.42567,12,2067,RCP2.6
16.12.96,103.85166,12,1996,RCP4.5
16.01.97,196.65121,1,1997,RCP4.5
15.02.97,139.20604,2,1997,RCP4.5
16.03.97,114.36856,3,1997,RCP4.5
16.04.97,78.1222,4,1997,RCP4.5
16.05.97,30.961403,5,1997,RCP4.5
16.06.97,22.111065,6,1997,RCP4.5
16.07.97,5.937467,7,1997,RCP4.5
16.08.97,12.300345,8,1997,RCP4.5
16.09.97,14.456023,9,1997,RCP4.5
16.10.97,53.501938,10,1997,RCP4.5
16.11.97,134.57346,11,1997,RCP4.5
16.12.97,160.96439,12,1997,RCP4.5
16.01.98,123.79678,1,1998,RCP4.5
15.02.98,142.63257,2,1998,RCP4.5
16.03.98,151.19893,3,1998,RCP4.5
16.04.98,93.96886,4,1998,RCP4.5
16.05.98,49.4567,5,1998,RCP4.5
16.06.98,22.451963,6,1998,RCP4.5
16.07.98,18.18804,7,1998,RCP4.5
16.08.98,10.698281,8,1998,RCP4.5
16.09.98,33.282974,9,1998,RCP4.5
16.10.98,71.75702,10,1998,RCP4.5
16.11.98,128.40398,11,1998,RCP4.5
16.12.98,144.84041,12,1998,RCP4.5
16.01.99,133.7092,1,1999,RCP4.5
15.02.99,123.33574,2,1999,RCP4.5
16.03.99,136.42255,3,1999,RCP4.5
16.04.99,88.51333,4,1999,RCP4.5
16.05.99,37.911255,5,1999,RCP4.5
16.06.99,14.975953,6,1999,RCP4.5
16.07.99,10.823157,7,1999,RCP4.5
16.08.99,3.4879942,8,1999,RCP4.5
16.09.99,22.608047,9,1999,RCP4.5
16.10.99,88.26076,10,1999,RCP4.5
16.11.99,103.20834,11,1999,RCP4.5
16.12.99,180.51787,12,1999,RCP4.5
16.01.00,146.75931,1,2000,RCP4.5
15.02.00,159.44952,2,2000,RCP4.5
16.03.00,164.53084,3,2000,RCP4.5
16.04.00,110.23143,4,2000,RCP4.5
16.05.00,71.215675,5,2000,RCP4.5
16.06.00,22.099262,6,2000,RCP4.5
16.07.00,26.704954,7,2000,RCP4.5
16.08.00,17.754513,8,2000,RCP4.5
16.09.00,13.345919,9,2000,RCP4.5
16.10.00,55.492664,10,2000,RCP4.5
16.11.00,120.83732,11,2000,RCP4.5
16.12.00,132.55112,12,2000,RCP4.5
16.01.01,178.0189,1,2001,RCP4.5
15.02.01,122.75288,2,2001,RCP4.5
16.03.01,103.213585,3,2001,RCP4.5
16.04.01,92.25283,4,2001,RCP4.5
16.05.01,90.36536,5,2001,RCP4.5
16.06.01,18.938705,6,2001,RCP4.5
16.07.01,7.2243657,7,2001,RCP4.5
16.08.01,6.2821107,8,2001,RCP4.5
16.09.01,9.166952,9,2001,RCP4.5
16.10.01,65.90998,10,2001,RCP4.5
16.11.01,96.070335,11,2001,RCP4.5
16.12.01,115.81759,12,2001,RCP4.5
16.01.02,183.85632,1,2002,RCP4.5
15.02.02,178.291,2,2002,RCP4.5
16.03.02,137.96564,3,2002,RCP4.5
16.04.02,94.2331,4,2002,RCP4.5
16.05.02,54.943542,5,2002,RCP4.5
16.06.02,36.234627,6,2002,RCP4.5
16.07.02,18.993881,7,2002,RCP4.5
16.08.02,8.830128,8,2002,RCP4.5
16.09.02,14.492753,9,2002,RCP4.5
16.10.02,67.33923,10,2002,RCP4.5
16.11.02,82.76587,11,2002,RCP4.5
16.12.02,142.32979,12,2002,RCP4.5
16.01.03,138.82663,1,2003,RCP4.5
15.02.03,118.907364,2,2003,RCP4.5
16.03.03,123.48183,3,2003,RCP4.5
16.04.03,92.38113,4,2003,RCP4.5
16.05.03,52.22343,5,2003,RCP4.5
16.06.03,28.747849,6,2003,RCP4.5
16.07.03,5.540875,7,2003,RCP4.5
16.08.03,8.27916,8,2003,RCP4.5
16.09.03,5.4872246,9,2003,RCP4.5
16.10.03,67.819595,10,2003,RCP4.5
16.11.03,80.2757,11,2003,RCP4.5
16.12.03,146.10764,12,2003,RCP4.5
16.01.04,130.9668,1,2004,RCP4.5
15.02.04,118.81989,2,2004,RCP4.5
16.03.04,123.99006,3,2004,RCP4.5
16.04.04,98.8025,4,2004,RCP4.5
16.05.04,52.261585,5,2004,RCP4.5
16.06.04,22.01145,6,2004,RCP4.5
16.07.04,14.851712,7,2004,RCP4.5
16.08.04,7.080623,8,2004,RCP4.5
16.09.04,16.509,9,2004,RCP4.5
16.10.04,78.578476,10,2004,RCP4.5
16.11.04,108.807106,11,2004,RCP4.5
16.12.04,128.03207,12,2004,RCP4.5
16.01.05,149.4237,1,2005,RCP4.5
15.02.05,104.59247,2,2005,RCP4.5
16.03.05,115.627304,3,2005,RCP4.5
16.04.05,80.208664,4,2005,RCP4.5
16.05.05,78.29826,5,2005,RCP4.5
16.06.05,34.00898,6,2005,RCP4.5
16.07.05,7.993705,7,2005,RCP4.5
16.08.05,10.466803,8,2005,RCP4.5
16.09.05,19.781647,9,2005,RCP4.5
16.10.05,64.41189,10,2005,RCP4.5
16.11.05,67.63996,11,2005,RCP4.5
16.12.05,110.14507,12,2005,RCP4.5
16.01.06,140.05331,1,2006,RCP4.5
15.02.06,121.52025,2,2006,RCP4.5
16.03.06,158.25507,3,2006,RCP4.5
16.04.06,134.64743,4,2006,RCP4.5
16.05.06,34.545635,5,2006,RCP4.5
16.06.06,14.236377,6,2006,RCP4.5
16.07.06,4.130198,7,2006,RCP4.5
16.08.06,14.63025,8,2006,RCP4.5
16.09.06,15.04072,9,2006,RCP4.5
16.10.06,85.951225,10,2006,RCP4.5
16.11.06,116.675446,11,2006,RCP4.5
16.12.06,133.90717,12,2006,RCP4.5
16.01.07,144.08739,1,2007,RCP4.5
15.02.07,129.73662,2,2007,RCP4.5
16.03.07,137.11368,3,2007,RCP4.5
16.04.07,56.15061,4,2007,RCP4.5
16.05.07,64.90989,5,2007,RCP4.5
16.06.07,17.986418,6,2007,RCP4.5
16.07.07,23.984692,7,2007,RCP4.5
16.08.07,7.45188,8,2007,RCP4.5
16.09.07,44.20914,9,2007,RCP4.5
16.10.07,67.15979,10,2007,RCP4.5
16.11.07,87.20478,11,2007,RCP4.5
16.12.07,133.0924,12,2007,RCP4.5
16.01.08,142.00566,1,2008,RCP4.5
15.02.08,145.2882,2,2008,RCP4.5
16.03.08,103.008736,3,2008,RCP4.5
16.04.08,123.75352,4,2008,RCP4.5
16.05.08,42.475853,5,2008,RCP4.5
16.06.08,24.341747,6,2008,RCP4.5
16.07.08,5.98848,7,2008,RCP4.5
16.08.08,6.3266983,8,2008,RCP4.5
16.09.08,29.201145,9,2008,RCP4.5
16.10.08,90.265625,10,2008,RCP4.5
16.11.08,105.6031,11,2008,RCP4.5
16.12.08,132.80043,12,2008,RCP4.5
16.01.09,166.45813,1,2009,RCP4.5
15.02.09,175.27089,2,2009,RCP4.5
16.03.09,139.32214,3,2009,RCP4.5
16.04.09,105.367836,4,2009,RCP4.5
16.05.09,55.433773,5,2009,RCP4.5
16.06.09,23.280338,6,2009,RCP4.5
16.07.09,17.669998,7,2009,RCP4.5
16.08.09,18.379543,8,2009,RCP4.5
16.09.09,21.836088,9,2009,RCP4.5
16.10.09,79.40336,10,2009,RCP4.5
16.11.09,81.95276,11,2009,RCP4.5
16.12.09,145.62453,12,2009,RCP4.5
16.01.10,139.41379,1,2010,RCP4.5
15.02.10,120.4704,2,2010,RCP4.5
16.03.10,123.63906,3,2010,RCP4.5
16.04.10,148.08748,4,2010,RCP4.5
16.05.10,51.71535,5,2010,RCP4.5
16.06.10,19.353607,6,2010,RCP4.5
16.07.10,16.51443,7,2010,RCP4.5
16.08.10,7.3504496,8,2010,RCP4.5
16.09.10,22.599745,9,2010,RCP4.5
16.10.10,56.99222,10,2010,RCP4.5
16.11.10,108.1679,11,2010,RCP4.5
16.12.10,139.78937,12,2010,RCP4.5
16.01.11,130.25482,1,2011,RCP4.5
15.02.11,91.779755,2,2011,RCP4.5
16.03.11,123.768105,3,2011,RCP4.5
16.04.11,70.95507,4,2011,RCP4.5
16.05.11,48.96087,5,2011,RCP4.5
16.06.11,26.967728,6,2011,RCP4.5
16.07.11,7.010305,7,2011,RCP4.5
16.08.11,5.00955,8,2011,RCP4.5
16.09.11,23.284986,9,2011,RCP4.5
16.10.11,70.60326,10,2011,RCP4.5
16.11.11,66.234,11,2011,RCP4.5
16.12.11,125.40391,12,2011,RCP4.5
16.01.12,153.43288,1,2012,RCP4.5
15.02.12,112.02115,2,2012,RCP4.5
16.03.12,108.452995,3,2012,RCP4.5
16.04.12,96.609726,4,2012,RCP4.5
16.05.12,96.79091,5,2012,RCP4.5
16.06.12,26.15766,6,2012,RCP4.5
16.07.12,24.111029,7,2012,RCP4.5
16.08.12,6.890377,8,2012,RCP4.5
16.09.12,9.43416,9,2012,RCP4.5
16.10.12,60.1328,10,2012,RCP4.5
16.11.12,82.127045,11,2012,RCP4.5
16.12.12,131.28825,12,2012,RCP4.5
16.01.13,129.43463,1,2013,RCP4.5
15.02.13,138.80821,2,2013,RCP4.5
16.03.13,123.18092,3,2013,RCP4.5
16.04.13,83.16938,4,2013,RCP4.5
16.05.13,39.07394,5,2013,RCP4.5
16.06.13,21.949867,6,2013,RCP4.5
16.07.13,14.316903,7,2013,RCP4.5
16.08.13,12.334689,8,2013,RCP4.5
16.09.13,28.811718,9,2013,RCP4.5
16.10.13,64.0604,10,2013,RCP4.5
16.11.13,105.48302,11,2013,RCP4.5
16.12.13,159.04787,12,2013,RCP4.5
16.01.14,133.83604,1,2014,RCP4.5
15.02.14,148.87555,2,2014,RCP4.5
16.03.14,102.915565,3,2014,RCP4.5
16.04.14,114.69439,4,2014,RCP4.5
16.05.14,41.542797,5,2014,RCP4.5
16.06.14,30.645355,6,2014,RCP4.5
16.07.14,4.578277,7,2014,RCP4.5
16.08.14,4.7510185,8,2014,RCP4.5
16.09.14,14.572269,9,2014,RCP4.5
16.10.14,47.71341,10,2014,RCP4.5
16.11.14,128.10823,11,2014,RCP4.5
16.12.14,141.02707,12,2014,RCP4.5
16.01.15,142.75607,1,2015,RCP4.5
15.02.15,140.15823,2,2015,RCP4.5
16.03.15,88.19829,3,2015,RCP4.5
16.04.15,68.527336,4,2015,RCP4.5
16.05.15,75.92248,5,2015,RCP4.5
16.06.15,25.460606,6,2015,RCP4.5
16.07.15,24.830332,7,2015,RCP4.5
16.08.15,6.6696706,8,2015,RCP4.5
16.09.15,8.833066,9,2015,RCP4.5
16.10.15,68.525795,10,2015,RCP4.5
16.11.15,100.07496,11,2015,RCP4.5
16.12.15,151.89958,12,2015,RCP4.5
16.01.16,144.51312,1,2016,RCP4.5
15.02.16,136.53395,2,2016,RCP4.5
16.03.16,115.33051,3,2016,RCP4.5
16.04.16,108.7999,4,2016,RCP4.5
16.05.16,83.58521,5,2016,RCP4.5
16.06.16,28.439152,6,2016,RCP4.5
16.07.16,17.133339,7,2016,RCP4.5
16.08.16,18.659216,8,2016,RCP4.5
16.09.16,16.350937,9,2016,RCP4.5
16.10.16,88.48288,10,2016,RCP4.5
16.11.16,104.29062,11,2016,RCP4.5
16.12.16,152.91354,12,2016,RCP4.5
16.01.17,123.2631,1,2017,RCP4.5
15.02.17,119.90795,2,2017,RCP4.5
16.03.17,123.631355,3,2017,RCP4.5
16.04.17,75.65399,4,2017,RCP4.5
16.05.17,37.006943,5,2017,RCP4.5
16.06.17,15.29132,6,2017,RCP4.5
16.07.17,5.1677732,7,2017,RCP4.5
16.08.17,13.113244,8,2017,RCP4.5
16.09.17,19.43551,9,2017,RCP4.5
16.10.17,59.73115,10,2017,RCP4.5
16.11.17,122.66865,11,2017,RCP4.5
16.12.17,133.33368,12,2017,RCP4.5
16.01.18,143.8188,1,2018,RCP4.5
15.02.18,119.003365,2,2018,RCP4.5
16.03.18,122.91964,3,2018,RCP4.5
16.04.18,87.71664,4,2018,RCP4.5
16.05.18,48.5672,5,2018,RCP4.5
16.06.18,12.877988,6,2018,RCP4.5
16.07.18,17.197708,7,2018,RCP4.5
16.08.18,4.7096395,8,2018,RCP4.5
16.09.18,9.6233225,9,2018,RCP4.5
16.10.18,67.86961,10,2018,RCP4.5
16.11.18,103.68189,11,2018,RCP4.5
16.12.18,147.35252,12,2018,RCP4.5
16.01.19,113.13185,1,2019,RCP4.5
15.02.19,119.376854,2,2019,RCP4.5
16.03.19,96.81347,3,2019,RCP4.5
16.04.19,61.40078,4,2019,RCP4.5
16.05.19,33.009315,5,2019,RCP4.5
16.06.19,6.8761463,6,2019,RCP4.5
16.07.19,5.8006854,7,2019,RCP4.5
16.08.19,10.80346,8,2019,RCP4.5
16.09.19,14.921892,9,2019,RCP4.5
16.10.19,64.12104,10,2019,RCP4.5
16.11.19,126.18135,11,2019,RCP4.5
16.12.19,117.48938,12,2019,RCP4.5
16.01.20,148.31929,1,2020,RCP4.5
15.02.20,139.13068,2,2020,RCP4.5
16.03.20,128.56636,3,2020,RCP4.5
16.04.20,87.56338,4,2020,RCP4.5
16.05.20,39.14018,5,2020,RCP4.5
16.06.20,20.81746,6,2020,RCP4.5
16.07.20,1.6863666,7,2020,RCP4.5
16.08.20,11.19107,8,2020,RCP4.5
16.09.20,22.096779,9,2020,RCP4.5
16.10.20,36.30133,10,2020,RCP4.5
16.11.20,105.50767,11,2020,RCP4.5
16.12.20,139.69746,12,2020,RCP4.5
16.01.21,207.49544,1,2021,RCP4.5
15.02.21,121.89662,2,2021,RCP4.5
16.03.21,159.85065,3,2021,RCP4.5
16.04.21,111.19395,4,2021,RCP4.5
16.05.21,53.579357,5,2021,RCP4.5
16.06.21,16.805285,6,2021,RCP4.5
16.07.21,11.962473,7,2021,RCP4.5
16.08.21,15.283601,8,2021,RCP4.5
16.09.21,30.964016,9,2021,RCP4.5
16.10.21,85.65554,10,2021,RCP4.5
16.11.21,94.25263,11,2021,RCP4.5
16.12.21,142.76685,12,2021,RCP4.5
16.01.22,132.98409,1,2022,RCP4.5
15.02.22,137.16914,2,2022,RCP4.5
16.03.22,110.562,3,2022,RCP4.5
16.04.22,104.20364,4,2022,RCP4.5
16.05.22,51.865692,5,2022,RCP4.5
16.06.22,14.691265,6,2022,RCP4.5
16.07.22,4.802886,7,2022,RCP4.5
16.08.22,13.687402,8,2022,RCP4.5
16.09.22,14.181267,9,2022,RCP4.5
16.10.22,75.61751,10,2022,RCP4.5
16.11.22,105.08823,11,2022,RCP4.5
16.12.22,144.54657,12,2022,RCP4.5
16.01.23,143.17216,1,2023,RCP4.5
15.02.23,135.44553,2,2023,RCP4.5
16.03.23,113.077545,3,2023,RCP4.5
16.04.23,56.068436,4,2023,RCP4.5
16.05.23,27.206919,5,2023,RCP4.5
16.06.23,9.062657,6,2023,RCP4.5
16.07.23,2.1154597,7,2023,RCP4.5
16.08.23,10.767139,8,2023,RCP4.5
16.09.23,22.327541,9,2023,RCP4.5
16.10.23,41.90149,10,2023,RCP4.5
16.11.23,108.64867,11,2023,RCP4.5
16.12.23,109.64709,12,2023,RCP4.5
16.01.24,120.54675,1,2024,RCP4.5
15.02.24,164.8013,2,2024,RCP4.5
16.03.24,129.42783,3,2024,RCP4.5
16.04.24,124.51518,4,2024,RCP4.5
16.05.24,48.512096,5,2024,RCP4.5
16.06.24,5.7070675,6,2024,RCP4.5
16.07.24,4.793894,7,2024,RCP4.5
16.08.24,3.7765653,8,2024,RCP4.5
16.09.24,17.725786,9,2024,RCP4.5
16.10.24,81.10156,10,2024,RCP4.5
16.11.24,100.106125,11,2024,RCP4.5
16.12.24,143.72298,12,2024,RCP4.5
16.01.25,139.50098,1,2025,RCP4.5
15.02.25,94.20232,2,2025,RCP4.5
16.03.25,136.22086,3,2025,RCP4.5
16.04.25,92.09808,4,2025,RCP4.5
16.05.25,37.364662,5,2025,RCP4.5
16.06.25,23.595583,6,2025,RCP4.5
16.07.25,5.24693,7,2025,RCP4.5
16.08.25,23.569637,8,2025,RCP4.5
16.09.25,19.58901,9,2025,RCP4.5
16.10.25,60.66949,10,2025,RCP4.5
16.11.25,99.33435,11,2025,RCP4.5
16.12.25,102.086815,12,2025,RCP4.5
16.01.26,159.30383,1,2026,RCP4.5
15.02.26,99.77976,2,2026,RCP4.5
16.03.26,135.30255,3,2026,RCP4.5
16.04.26,101.69804,4,2026,RCP4.5
16.05.26,51.363247,5,2026,RCP4.5
16.06.26,7.5965233,6,2026,RCP4.5
16.07.26,7.2089505,7,2026,RCP4.5
16.08.26,12.078293,8,2026,RCP4.5
16.09.26,33.27012,9,2026,RCP4.5
