date,rain,month,year,scen
16.10.26,68.023125,10,2026,RCP4.5
16.11.26,85.7146,11,2026,RCP4.5
16.12.26,141.09332,12,2026,RCP4.5
16.01.27,170.33813,1,2027,RCP4.5
15.02.27,89.56602,2,2027,RCP4.5
16.03.27,129.33142,3,2027,RCP4.5
16.04.27,121.278465,4,2027,RCP4.5
16.05.27,47.11098,5,2027,RCP4.5
16.06.27,14.548461,6,2027,RCP4.5
16.07.27,5.106127,7,2027,RCP4.5
16.08.27,3.4940515,8,2027,RCP4.5
16.09.27,30.207985,9,2027,RCP4.5
16.10.27,58.77067,10,2027,RCP4.5
16.11.27,114.20602,11,2027,RCP4.5
16.12.27,138.89261,12,2027,RCP4.5
16.01.28,180.97638,1,2028,RCP4.5
15.02.28,135.60794,2,2028,RCP4.5
16.03.28,126.580734,3,2028,RCP4.5
16.04.28,64.23852,4,2028,RCP4.5
16.05.28,50.58104,5,2028,RCP4.5
16.06.28,8.4604435,6,2028,RCP4.5
16.07.28,2.9176912,7,2028,RCP4.5
16.08.28,10.342141,8,2028,RCP4.5
16.09.28,20.591406,9,2028,RCP4.5
16.10.28,41.232136,10,2028,RCP4.5
16.11.28,93.04379,11,2028,RCP4.5
16.12.28,157.79594,12,2028,RCP4.5
16.01.29,107.54271,1,2029,RCP4.5
15.02.29,148.60977,2,2029,RCP4.5
16.03.29,86.108986,3,2029,RCP4.5
16.04.29,119.07037,4,2029,RCP4.5
16.05.29,78.95216,5,2029,RCP4.5
16.06.29,27.33889,6,2029,RCP4.5
16.07.29,9.111021,7,2029,RCP4.5
16.08.29,6.4133925,8,2029,RCP4.5
16.09.29,16.285015,9,2029,RCP4.5
16.10.29,73.15354,10,2029,RCP4.5
16.11.29,90.00012,11,2029,RCP4.5
16.12.29,137.1012,12,2029,RCP4.5
16.01.30,122.1649,1,2030,RCP4.5
15.02.30,154.85771,2,2030,RCP4.5
16.03.30,150.55692,3,2030,RCP4.5
16.04.30,79.638824,4,2030,RCP4.5
16.05.30,64.29033,5,2030,RCP4.5
16.06.30,11.16688,6,2030,RCP4.5
16.07.30,7.526924,7,2030,RCP4.5
16.08.30,3.6839375,8,2030,RCP4.5
16.09.30,12.962057,9,2030,RCP4.5
16.10.30,44.943157,10,2030,RCP4.5
16.11.30,66.430115,11,2030,RCP4.5
16.12.30,177.03894,12,2030,RCP4.5
16.01.31,140.3711,1,2031,RCP4.5
15.02.31,119.198166,2,2031,RCP4.5
16.03.31,174.34645,3,2031,RCP4.5
16.04.31,87.30365,4,2031,RCP4.5
16.05.31,92.76887,5,2031,RCP4.5
16.06.31,22.753601,6,2031,RCP4.5
16.07.31,7.4425335,7,2031,RCP4.5
16.08.31,25.72112,8,2031,RCP4.5
16.09.31,14.030487,9,2031,RCP4.5
16.10.31,59.445683,10,2031,RCP4.5
16.11.31,83.04845,11,2031,RCP4.5
16.12.31,113.10627,12,2031,RCP4.5
16.01.32,134.22711,1,2032,RCP4.5
15.02.32,106.12155,2,2032,RCP4.5
16.03.32,89.942505,3,2032,RCP4.5
16.04.32,23.290527,4,2032,RCP4.5
16.05.32,36.072575,5,2032,RCP4.5
16.06.32,27.789072,6,2032,RCP4.5
16.07.32,3.0268278,7,2032,RCP4.5
16.08.32,2.5898187,8,2032,RCP4.5
16.09.32,16.743195,9,2032,RCP4.5
16.10.32,55.321476,10,2032,RCP4.5
16.11.32,120.393875,11,2032,RCP4.5
16.12.32,99.07529,12,2032,RCP4.5
16.01.33,173.21982,1,2033,RCP4.5
15.02.33,111.99432,2,2033,RCP4.5
16.03.33,97.64296,3,2033,RCP4.5
16.04.33,104.08637,4,2033,RCP4.5
16.05.33,53.96108,5,2033,RCP4.5
16.06.33,20.73796,6,2033,RCP4.5
16.07.33,5.0172744,7,2033,RCP4.5
16.08.33,6.7008634,8,2033,RCP4.5
16.09.33,20.376343,9,2033,RCP4.5
16.10.33,64.0818,10,2033,RCP4.5
16.11.33,95.53773,11,2033,RCP4.5
16.12.33,140.75285,12,2033,RCP4.5
16.01.34,118.064804,1,2034,RCP4.5
15.02.34,102.31177,2,2034,RCP4.5
16.03.34,106.82656,3,2034,RCP4.5
16.04.34,81.89698,4,2034,RCP4.5
16.05.34,48.817963,5,2034,RCP4.5
16.06.34,14.593777,6,2034,RCP4.5
16.07.34,4.265947,7,2034,RCP4.5
16.08.34,5.4607463,8,2034,RCP4.5
16.09.34,18.359644,9,2034,RCP4.5
16.10.34,54.610466,10,2034,RCP4.5
16.11.34,125.71316,11,2034,RCP4.5
16.12.34,145.32474,12,2034,RCP4.5
16.01.35,114.4789,1,2035,RCP4.5
15.02.35,172.13525,2,2035,RCP4.5
16.03.35,137.40924,3,2035,RCP4.5
16.04.35,68.22325,4,2035,RCP4.5
16.05.35,25.063255,5,2035,RCP4.5
16.06.35,18.199743,6,2035,RCP4.5
16.07.35,5.4687653,7,2035,RCP4.5
16.08.35,4.5188212,8,2035,RCP4.5
16.09.35,19.586481,9,2035,RCP4.5
16.10.35,74.59531,10,2035,RCP4.5
16.11.35,124.98444,11,2035,RCP4.5
16.12.35,173.93948,12,2035,RCP4.5
16.01.36,152.38649,1,2036,RCP4.5
15.02.36,135.7436,2,2036,RCP4.5
16.03.36,118.95579,3,2036,RCP4.5
16.04.36,121.4366,4,2036,RCP4.5
16.05.36,68.70179,5,2036,RCP4.5
16.06.36,9.757465,6,2036,RCP4.5
16.07.36,2.8061202,7,2036,RCP4.5
16.08.36,13.855686,8,2036,RCP4.5
16.09.36,5.7424483,9,2036,RCP4.5
16.10.36,61.274258,10,2036,RCP4.5
16.11.36,102.724365,11,2036,RCP4.5
16.12.36,115.84601,12,2036,RCP4.5
16.01.37,106.15948,1,2037,RCP4.5
15.02.37,141.6727,2,2037,RCP4.5
16.03.37,126.60137,3,2037,RCP4.5
16.04.37,105.26092,4,2037,RCP4.5
16.05.37,69.42119,5,2037,RCP4.5
16.06.37,18.883429,6,2037,RCP4.5
16.07.37,18.238129,7,2037,RCP4.5
16.08.37,4.50043,8,2037,RCP4.5
16.09.37,17.491121,9,2037,RCP4.5
16.10.37,63.87278,10,2037,RCP4.5
16.11.37,92.865944,11,2037,RCP4.5
16.12.37,132.54956,12,2037,RCP4.5
16.01.38,102.45367,1,2038,RCP4.5
15.02.38,132.37567,2,2038,RCP4.5
16.03.38,125.8284,3,2038,RCP4.5
16.04.38,137.58035,4,2038,RCP4.5
16.05.38,66.02013,5,2038,RCP4.5
16.06.38,17.711815,6,2038,RCP4.5
16.07.38,19.123367,7,2038,RCP4.5
16.08.38,17.488605,8,2038,RCP4.5
16.09.38,21.832928,9,2038,RCP4.5
16.10.38,63.83983,10,2038,RCP4.5
16.11.38,112.286514,11,2038,RCP4.5
16.12.38,135.37596,12,2038,RCP4.5
16.01.39,155.25938,1,2039,RCP4.5
15.02.39,149.82996,2,2039,RCP4.5
16.03.39,84.58014,3,2039,RCP4.5
16.04.39,65.40043,4,2039,RCP4.5
16.05.39,51.501297,5,2039,RCP4.5
16.06.39,22.964216,6,2039,RCP4.5
16.07.39,10.105748,7,2039,RCP4.5
16.08.39,16.428793,8,2039,RCP4.5
16.09.39,20.029825,9,2039,RCP4.5
16.10.39,52.28826,10,2039,RCP4.5
16.11.39,91.671104,11,2039,RCP4.5
16.12.39,111.99041,12,2039,RCP4.5
16.01.40,151.93158,1,2040,RCP4.5
15.02.40,122.85844,2,2040,RCP4.5
16.03.40,128.6797,3,2040,RCP4.5
16.04.40,57.259064,4,2040,RCP4.5
16.05.40,50.7485,5,2040,RCP4.5
16.06.40,26.257528,6,2040,RCP4.5
16.07.40,12.118389,7,2040,RCP4.5
16.08.40,10.22774,8,2040,RCP4.5
16.09.40,10.160886,9,2040,RCP4.5
16.10.40,82.62921,10,2040,RCP4.5
16.11.40,154.72058,11,2040,RCP4.5
16.12.40,110.92685,12,2040,RCP4.5
16.01.41,142.67404,1,2041,RCP4.5
15.02.41,140.67003,2,2041,RCP4.5
16.03.41,130.85236,3,2041,RCP4.5
16.04.41,94.10043,4,2041,RCP4.5
16.05.41,42.4275,5,2041,RCP4.5
16.06.41,12.599948,6,2041,RCP4.5
16.07.41,5.0262613,7,2041,RCP4.5
16.08.41,11.234979,8,2041,RCP4.5
16.09.41,13.618359,9,2041,RCP4.5
16.10.41,58.025093,10,2041,RCP4.5
16.11.41,92.98849,11,2041,RCP4.5
16.12.41,161.26677,12,2041,RCP4.5
16.01.42,132.65045,1,2042,RCP4.5
15.02.42,131.3198,2,2042,RCP4.5
16.03.42,117.03505,3,2042,RCP4.5
16.04.42,104.719536,4,2042,RCP4.5
16.05.42,86.5813,5,2042,RCP4.5
16.06.42,18.198156,6,2042,RCP4.5
16.07.42,3.6334898,7,2042,RCP4.5
16.08.42,12.72597,8,2042,RCP4.5
16.09.42,16.27034,9,2042,RCP4.5
16.10.42,29.155935,10,2042,RCP4.5
16.11.42,117.32211,11,2042,RCP4.5
16.12.42,125.332924,12,2042,RCP4.5
16.01.43,159.4696,1,2043,RCP4.5
15.02.43,123.1965,2,2043,RCP4.5
16.03.43,146.05531,3,2043,RCP4.5
16.04.43,96.04675,4,2043,RCP4.5
16.05.43,65.15724,5,2043,RCP4.5
16.06.43,16.82736,6,2043,RCP4.5
16.07.43,10.171214,7,2043,RCP4.5
16.08.43,5.392608,8,2043,RCP4.5
16.09.43,9.978907,9,2043,RCP4.5
16.10.43,53.087624,10,2043,RCP4.5
16.11.43,95.32698,11,2043,RCP4.5
16.12.43,165.78604,12,2043,RCP4.5
16.01.44,158.89775,1,2044,RCP4.5
15.02.44,169.99797,2,2044,RCP4.5
16.03.44,127.97491,3,2044,RCP4.5
16.04.44,80.49886,4,2044,RCP4.5
16.05.44,34.211185,5,2044,RCP4.5
16.06.44,5.225158,6,2044,RCP4.5
16.07.44,12.172064,7,2044,RCP4.5
16.08.44,14.8971615,8,2044,RCP4.5
16.09.44,16.904139,9,2044,RCP4.5
16.10.44,62.974983,10,2044,RCP4.5
16.11.44,119.676506,11,2044,RCP4.5
16.12.44,147.97919,12,2044,RCP4.5
16.01.45,128.4904,1,2045,RCP4.5
15.02.45,124.058945,2,2045,RCP4.5
16.03.45,91.98371,3,2045,RCP4.5
16.04.45,63.961105,4,2045,RCP4.5
16.05.45,34.02002,5,2045,RCP4.5
16.06.45,16.271431,6,2045,RCP4.5
16.07.45,5.148429,7,2045,RCP4.5
16.08.45,24.76825,8,2045,RCP4.5
16.09.45,9.208842,9,2045,RCP4.5
16.10.45,41.92692,10,2045,RCP4.5
16.11.45,97.01332,11,2045,RCP4.5
16.12.45,126.25032,12,2045,RCP4.5
16.01.46,197.63702,1,2046,RCP4.5
15.02.46,129.18187,2,2046,RCP4.5
16.03.46,134.00642,3,2046,RCP4.5
16.04.46,82.88112,4,2046,RCP4.5
16.05.46,55.728317,5,2046,RCP4.5
16.06.46,13.295176,6,2046,RCP4.5
16.07.46,17.682951,7,2046,RCP4.5
16.08.46,2.053885,8,2046,RCP4.5
16.09.46,24.134317,9,2046,RCP4.5
16.10.46,44.96654,10,2046,RCP4.5
16.11.46,93.543686,11,2046,RCP4.5
16.12.46,149.80156,12,2046,RCP4.5
16.01.47,106.02373,1,2047,RCP4.5
15.02.47,118.60962,2,2047,RCP4.5
16.03.47,118.86859,3,2047,RCP4.5
16.04.47,80.4049,4,2047,RCP4.5
16.05.47,57.39445,5,2047,RCP4.5
16.06.47,13.053138,6,2047,RCP4.5
16.07.47,22.67067,7,2047,RCP4.5
16.08.47,5.4968185,8,2047,RCP4.5
16.09.47,17.769255,9,2047,RCP4.5
16.10.47,78.19923,10,2047,RCP4.5
16.11.47,104.01226,11,2047,RCP4.5
16.12.47,170.31935,12,2047,RCP4.5
16.01.48,134.91226,1,2048,RCP4.5
15.02.48,161.6541,2,2048,RCP4.5
16.03.48,105.03433,3,2048,RCP4.5
16.04.48,103.42584,4,2048,RCP4.5
16.05.48,53.393036,5,2048,RCP4.5
16.06.48,18.40983,6,2048,RCP4.5
16.07.48,18.171711,7,2048,RCP4.5
16.08.48,17.415243,8,2048,RCP4.5
16.09.48,33.876297,9,2048,RCP4.5
16.10.48,71.67129,10,2048,RCP4.5
16.11.48,111.058304,11,2048,RCP4.5
16.12.48,127.843254,12,2048,RCP4.5
16.01.49,171.7884,1,2049,RCP4.5
15.02.49,131.40059,2,2049,RCP4.5
16.03.49,77.94845,3,2049,RCP4.5
16.04.49,52.403763,4,2049,RCP4.5
16.05.49,50.548096,5,2049,RCP4.5
16.06.49,10.387295,6,2049,RCP4.5
16.07.49,3.632174,7,2049,RCP4.5
16.08.49,6.4637427,8,2049,RCP4.5
16.09.49,16.526651,9,2049,RCP4.5
16.10.49,59.029556,10,2049,RCP4.5
16.11.49,107.00885,11,2049,RCP4.5
16.12.49,134.65915,12,2049,RCP4.5
16.01.50,151.02826,1,2050,RCP4.5
15.02.50,127.62314,2,2050,RCP4.5
16.03.50,140.62035,3,2050,RCP4.5
16.04.50,107.15274,4,2050,RCP4.5
16.05.50,75.509514,5,2050,RCP4.5
16.06.50,11.5332775,6,2050,RCP4.5
16.07.50,10.592525,7,2050,RCP4.5
16.08.50,5.0691357,8,2050,RCP4.5
16.09.50,25.89492,9,2050,RCP4.5
16.10.50,61.55618,10,2050,RCP4.5
16.11.50,112.20056,11,2050,RCP4.5
16.12.50,120.41175,12,2050,RCP4.5
16.01.51,185.63968,1,2051,RCP4.5
15.02.51,109.59037,2,2051,RCP4.5
16.03.51,104.892494,3,2051,RCP4.5
16.04.51,68.42498,4,2051,RCP4.5
16.05.51,32.14232,5,2051,RCP4.5
16.06.51,28.567802,6,2051,RCP4.5
16.07.51,17.270397,7,2051,RCP4.5
16.08.51,8.94842,8,2051,RCP4.5
16.09.51,17.13773,9,2051,RCP4.5
16.10.51,92.55806,10,2051,RCP4.5
16.11.51,88.74252,11,2051,RCP4.5
16.12.51,111.12246,12,2051,RCP4.5
16.01.52,182.89824,1,2052,RCP4.5
15.02.52,110.36831,2,2052,RCP4.5
16.03.52,105.77383,3,2052,RCP4.5
16.04.52,78.34766,4,2052,RCP4.5
16.05.52,46.546314,5,2052,RCP4.5
16.06.52,9.988253,6,2052,RCP4.5
16.07.52,4.611573,7,2052,RCP4.5
16.08.52,14.519886,8,2052,RCP4.5
16.09.52,10.524247,9,2052,RCP4.5
16.10.52,94.387436,10,2052,RCP4.5
16.11.52,111.64809,11,2052,RCP4.5
16.12.52,139.28839,12,2052,RCP4.5
16.01.53,158.14853,1,2053,RCP4.5
15.02.53,119.193146,2,2053,RCP4.5
16.03.53,77.03993,3,2053,RCP4.5
16.04.53,105.109116,4,2053,RCP4.5
16.05.53,53.519455,5,2053,RCP4.5
16.06.53,12.605676,6,2053,RCP4.5
16.07.53,7.648248,7,2053,RCP4.5
16.08.53,2.1761124,8,2053,RCP4.5
16.09.53,25.323868,9,2053,RCP4.5
16.10.53,56.597607,10,2053,RCP4.5
16.11.53,123.01319,11,2053,RCP4.5
16.12.53,117.259895,12,2053,RCP4.5
16.01.54,123.858086,1,2054,RCP4.5
15.02.54,179.64005,2,2054,RCP4.5
16.03.54,127.03015,3,2054,RCP4.5
16.04.54,74.69715,4,2054,RCP4.5
16.05.54,44.14173,5,2054,RCP4.5
16.06.54,9.366335,6,2054,RCP4.5
16.07.54,6.0281367,7,2054,RCP4.5
16.08.54,19.683685,8,2054,RCP4.5
16.09.54,13.0811,9,2054,RCP4.5
16.10.54,72.61608,10,2054,RCP4.5
16.11.54,123.816444,11,2054,RCP4.5
16.12.54,156.31827,12,2054,RCP4.5
16.01.55,134.03703,1,2055,RCP4.5
15.02.55,130.15343,2,2055,RCP4.5
16.03.55,84.45674,3,2055,RCP4.5
16.04.55,82.45452,4,2055,RCP4.5
16.05.55,24.42191,5,2055,RCP4.5
16.06.55,24.828531,6,2055,RCP4.5
16.07.55,10.873694,7,2055,RCP4.5
16.08.55,9.052282,8,2055,RCP4.5
16.09.55,20.273176,9,2055,RCP4.5
16.10.55,69.44847,10,2055,RCP4.5
16.11.55,85.50897,11,2055,RCP4.5
16.12.55,128.63316,12,2055,RCP4.5
16.01.56,140.09813,1,2056,RCP4.5
15.02.56,135.48169,2,2056,RCP4.5
16.03.56,155.4281,3,2056,RCP4.5
16.04.56,80.28715,4,2056,RCP4.5
16.05.56,61.805683,5,2056,RCP4.5
16.06.56,13.568424,6,2056,RCP4.5
16.07.56,8.686428,7,2056,RCP4.5
16.08.56,11.665569,8,2056,RCP4.5
16.09.56,33.056583,9,2056,RCP4.5
16.10.56,89.49242,10,2056,RCP4.5
16.11.56,103.659615,11,2056,RCP4.5
16.12.56,114.86495,12,2056,RCP4.5
16.01.57,136.85248,1,2057,RCP4.5
15.02.57,122.73834,2,2057,RCP4.5
16.03.57,140.22946,3,2057,RCP4.5
16.04.57,51.62664,4,2057,RCP4.5
16.05.57,58.487507,5,2057,RCP4.5
16.06.57,7.458108,6,2057,RCP4.5
16.07.57,7.57597,7,2057,RCP4.5
16.08.57,2.6244009,8,2057,RCP4.5
16.09.57,20.282955,9,2057,RCP4.5
16.10.57,71.00867,10,2057,RCP4.5
16.11.57,76.30716,11,2057,RCP4.5
16.12.57,164.40607,12,2057,RCP4.5
16.01.58,144.3029,1,2058,RCP4.5
15.02.58,139.98804,2,2058,RCP4.5
16.03.58,150.41078,3,2058,RCP4.5
16.04.58,78.84175,4,2058,RCP4.5
16.05.58,43.489193,5,2058,RCP4.5
16.06.58,13.671227,6,2058,RCP4.5
16.07.58,6.9871597,7,2058,RCP4.5
16.08.58,3.6316848,8,2058,RCP4.5
16.09.58,28.66247,9,2058,RCP4.5
16.10.58,60.66841,10,2058,RCP4.5
16.11.58,119.45718,11,2058,RCP4.5
16.12.58,139.09888,12,2058,RCP4.5
16.01.59,142.28828,1,2059,RCP4.5
15.02.59,145.77051,2,2059,RCP4.5
16.03.59,177.66483,3,2059,RCP4.5
16.04.59,85.05395,4,2059,RCP4.5
16.05.59,57.075634,5,2059,RCP4.5
16.06.59,24.149736,6,2059,RCP4.5
16.07.59,5.815712,7,2059,RCP4.5
16.08.59,3.0918229,8,2059,RCP4.5
16.09.59,16.300642,9,2059,RCP4.5
16.10.59,51.10576,10,2059,RCP4.5
16.11.59,129.24126,11,2059,RCP4.5
16.12.59,101.37303,12,2059,RCP4.5
16.01.60,153.70747,1,2060,RCP4.5
15.02.60,124.68248,2,2060,RCP4.5
16.03.60,147.32254,3,2060,RCP4.5
16.04.60,90.60378,4,2060,RCP4.5
16.05.60,48.736732,5,2060,RCP4.5
16.06.60,15.12855,6,2060,RCP4.5
16.07.60,20.113468,7,2060,RCP4.5
16.08.60,6.1809225,8,2060,RCP4.5
16.09.60,9.591671,9,2060,RCP4.5
16.10.60,80.44687,10,2060,RCP4.5
16.11.60,156.56403,11,2060,RCP4.5
16.12.60,132.33899,12,2060,RCP4.5
16.01.61,185.5086,1,2061,RCP4.5
15.02.61,95.26054,2,2061,RCP4.5
16.03.61,96.89644,3,2061,RCP4.5
16.04.61,101.75602,4,2061,RCP4.5
16.05.61,57.944843,5,2061,RCP4.5
16.06.61,28.204767,6,2061,RCP4.5
16.07.61,7.1054564,7,2061,RCP4.5
16.08.61,4.651066,8,2061,RCP4.5
16.09.61,22.84366,9,2061,RCP4.5
16.10.61,68.72105,10,2061,RCP4.5
16.11.61,142.63274,11,2061,RCP4.5
16.12.61,130.18384,12,2061,RCP4.5
16.01.62,123.88071,1,2062,RCP4.5
15.02.62,109.57538,2,2062,RCP4.5
16.03.62,131.48824,3,2062,RCP4.5
16.04.62,91.525154,4,2062,RCP4.5
16.05.62,59.94866,5,2062,RCP4.5
16.06.62,14.367534,6,2062,RCP4.5
16.07.62,1.9695101,7,2062,RCP4.5
16.08.62,10.273982,8,2062,RCP4.5
16.09.62,9.044645,9,2062,RCP4.5
16.10.62,68.340065,10,2062,RCP4.5
16.11.62,100.21356,11,2062,RCP4.5
16.12.62,126.1372,12,2062,RCP4.5
16.01.63,160.31653,1,2063,RCP4.5
15.02.63,137.06024,2,2063,RCP4.5
16.03.63,97.214554,3,2063,RCP4.5
16.04.63,97.16262,4,2063,RCP4.5
16.05.63,39.95645,5,2063,RCP4.5
16.06.63,5.394864,6,2063,RCP4.5
16.07.63,6.5943956,7,2063,RCP4.5
16.08.63,7.3670464,8,2063,RCP4.5
16.09.63,16.595531,9,2063,RCP4.5
16.10.63,50.02294,10,2063,RCP4.5
16.11.63,111.77723,11,2063,RCP4.5
16.12.63,159.461,12,2063,RCP4.5
16.01.64,162.41348,1,2064,RCP4.5
15.02.64,146.33607,2,2064,RCP4.5
16.03.64,114.38544,3,2064,RCP4.5
16.04.64,103.13216,4,2064,RCP4.5
16.05.64,59.47933,5,2064,RCP4.5
16.06.64,20.610142,6,2064,RCP4.5
16.07.64,3.9729967,7,2064,RCP4.5
16.08.64,8.704841,8,2064,RCP4.5
16.09.64,17.508673,9,2064,RCP4.5
16.10.64,63.72005,10,2064,RCP4.5
16.11.64,124.48035,11,2064,RCP4.5
16.12.64,147.32784,12,2064,RCP4.5
16.01.65,150.85033,1,2065,RCP4.5
15.02.65,137.72752,2,2065,RCP4.5
16.03.65,118.96184,3,2065,RCP4.5
16.04.65,96.1266,4,2065,RCP4.5
16.05.65,47.025196,5,2065,RCP4.5
16.06.65,23.197645,6,2065,RCP4.5
16.07.65,15.200196,7,2065,RCP4.5
16.08.65,5.260254,8,2065,RCP4.5
16.09.65,32.277203,9,2065,RCP4.5
16.10.65,70.71351,10,2065,RCP4.5
16.11.65,105.48357,11,2065,RCP4.5
16.12.65,98.747,12,2065,RCP4.5
16.01.66,149.13956,1,2066,RCP4.5
15.02.66,122.19672,2,2066,RCP4.5
16.03.66,125.97477,3,2066,RCP4.5
16.04.66,71.34283,4,2066,RCP4.5
16.05.66,52.589077,5,2066,RCP4.5
16.06.66,9.836883,6,2066,RCP4.5
16.07.66,2.8556402,7,2066,RCP4.5
16.08.66,11.691875,8,2066,RCP4.5
16.09.66,21.78361,9,2066,RCP4.5
16.10.66,65.14544,10,2066,RCP4.5
16.11.66,120.91964,11,2066,RCP4.5
16.12.66,125.61462,12,2066,RCP4.5
16.01.67,156.04512,1,2067,RCP4.5
15.02.67,114.79351,2,2067,RCP4.5
16.03.67,149.6666,3,2067,RCP4.5
16.04.67,84.664734,4,2067,RCP4.5
16.05.67,57.119064,5,2067,RCP4.5
16.06.67,13.838244,6,2067,RCP4.5
16.07.67,3.5321465,7,2067,RCP4.5
16.08.67,14.163813,8,2067,RCP4.5
16.09.67,16.309303,9,2067,RCP4.5
16.10.67,66.3671,10,2067,RCP4.5
16.11.67,107.15872,11,2067,RCP4.5
16.12.67,124.5392,12,2067,RCP4.5
16.12.96,103.85166,12,1996,RCP6.0
16.01.97,196.65121,1,1997,RCP6.0
15.02.97,139.20604,2,1997,RCP6.0
16.03.97,114.36856,3,1997,RCP6.0
16.04.97,78.1222,4,1997,RCP6.0
16.05.97,30.961403,5,1997,RCP6.0
16.06.97,22.111065,6,1997,RCP6.0
16.07.97,5.937467,7,1997,RCP6.0
16.08.97,12.300345,8,1997,RCP6.0
16.09.97,14.456023,9,1997,RCP6.0
16.10.97,53.501938,10,1997,RCP6.0
16.11.97,134.57346,11,1997,RCP6.0
16.12.97,160.96439,12,1997,RCP6.0
16.01.98,123.79678,1,1998,RCP6.0
15.02.98,142.63257,2,1998,RCP6.0
16.03.98,151.19893,3,1998,RCP6.0
16.04.98,93.96886,4,1998,RCP6.0
16.05.98,49.4567,5,1998,RCP6.0
16.06.98,22.451963,6,1998,RCP6.0
16.07.98,18.18804,7,1998,RCP6.0
16.08.98,10.698281,8,1998,RCP6.0
16.09.98,33.282974,9,1998,RCP6.0
16.10.98,71.75702,10,1998,RCP6.0
16.11.98,128.40398,11,1998,RCP6.0
16.12.98,144.84041,12,1998,RCP6.0
16.01.99,133.7092,1,1999,RCP6.0
15.02.99,123.33574,2,1999,RCP6.0
16.03.99,136.42255,3,1999,RCP6.0
16.04.99,88.51333,4,1999,RCP6.0
16.05.99,37.911255,5,1999,RCP6.0
16.06.99,14.975953,6,1999,RCP6.0
16.07.99,10.823157,7,1999,RCP6.0
16.08.99,3.4879942,8,1999,RCP6.0
16.09.99,22.608047,9,1999,RCP6.0
16.10.99,88.26076,10,1999,RCP6.0
16.11.99,103.20834,11,1999,RCP6.0
16.12.99,180.51787,12,1999,RCP6.0
16.01.00,146.75931,1,2000,RCP6.0
15.02.00,159.44952,2,2000,RCP6.0
16.03.00,164.53084,3,2000,RCP6.0
16.04.00,110.23143,4,2000,RCP6.0
16.05.00,71.215675,5,2000,RCP6.0
16.06.00,22.099262,6,2000,RCP6.0
16.07.00,26.704954,7,2000,RCP6.0
16.08.00,17.754513,8,2000,RCP6.0
16.09.00,13.345919,9,2000,RCP6.0
16.10.00,55.492664,10,2000,RCP6.0
16.11.00,120.83732,11,2000,RCP6.0
16.12.00,132.55112,12,2000,RCP6.0
16.01.01,178.0189,1,2001,RCP6.0
15.02.01,122.75288,2,2001,RCP6.0
16.03.01,103.213585,3,2001,RCP6.0
16.04.01,92.25283,4,2001,RCP6.0
16.05.01,90.36536,5,2001,RCP6.0
16.06.01,18.938705,6,2001,RCP6.0
16.07.01,7.2243657,7,2001,RCP6.0
16.08.01,6.2821107,8,2001,RCP6.0
16.09.01,9.166952,9,2001,RCP6.0
16.10.01,65.90998,10,2001,RCP6.0
16.11.01,96.070335,11,2001,RCP6.0
16.12.01,115.81759,12,2001,RCP6.0
16.01.02,183.85632,1,2002,RCP6.0
15.02.02,178.291,2,2002,RCP6.0
16.03.02,137.96564,3,2002,RCP6.0
16.04.02,94.2331,4,2002,RCP6.0
16.05.02,54.943542,5,2002,RCP6.0
16.06.02,36.234627,6,2002,RCP6.0
16.07.02,18.993881,7,2002,RCP6.0
16.08.02,8.830128,8,2002,RCP6.0
16.09.02,14.492753,9,2002,RCP6.0
16.10.02,67.33923,10,2002,RCP6.0
16.11.02,82.76587,11,2002,RCP6.0
16.12.02,142.32979,12,2002,RCP6.0
16.01.03,138.82663,1,2003,RCP6.0
15.02.03,118.907364,2,2003,RCP6.0
16.03.03,123.48183,3,2003,RCP6.0
16.04.03,92.38113,4,2003,RCP6.0
16.05.03,52.22343,5,2003,RCP6.0
16.06.03,28.747849,6,2003,RCP6.0
16.07.03,5.540875,7,2003,RCP6.0
16.08.03,8.27916,8,2003,RCP6.0
16.09.03,5.4872246,9,2003,RCP6.0
16.10.03,67.819595,10,2003,RCP6.0
16.11.03,80.2757,11,2003,RCP6.0
16.12.03,146.10764,12,2003,RCP6.0
16.01.04,130.9668,1,2004,RCP6.0
15.02.04,118.81989,2,2004,RCP6.0
16.03.04,123.99006,3,2004,RCP6.0
16.04.04,98.8025,4,2004,RCP6.0
16.05.04,52.261585,5,2004,RCP6.0
16.06.04,22.01145,6,2004,RCP6.0
16.07.04,14.851712,7,2004,RCP6.0
16.08.04,7.080623,8,2004,RCP6.0
16.09.04,16.509,9,2004,RCP6.0
16.10.04,78.578476,10,2004,RCP6.0
16.11.04,108.807106,11,2004,RCP6.0
16.12.04,128.03207,12,2004,RCP6.0
16.01.05,149.4237,1,2005,RCP6.0
15.02.05,104.59247,2,2005,RCP6.0
16.03.05,115.627304,3,2005,RCP6.0
16.04.05,80.208664,4,2005,RCP6.0
16.05.05,78.29826,5,2005,RCP6.0
16.06.05,34.00898,6,2005,RCP6.0
16.07.05,7.993705,7,2005,RCP6.0
16.08.05,10.466803,8,2005,RCP6.0
16.09.05,19.781647,9,2005,RCP6.0
16.10.05,64.41189,10,2005,RCP6.0
16.11.05,67.63996,11,2005,RCP6.0
16.12.05,110.14507,12,2005,RCP6.0
16.01.06,153.01181,1,2006,RCP6.0
15.02.06,151.35751,2,2006,RCP6.0
